"NPA, nagyabang ng tagumpay",T,7,ibinandera kahapon new people army tagum pay serye atake militar ibat-ibang bahagi mindanao kasabay anunsyo naman pamahalaan pagkakalagda interim ceasefire rebelde sinabi rigoberto sanchez spokesman npa target umano atake army battalions th th nd compostela valley davao oriental sundalo umano napaslang kamakailan inakusahan sanchez militar serye pagpatay sibilyan pinaghihinalaang supporter sympathizers rebeldeng grupo kabilang dako nilusob pinasabugan matukoy pasabog community police action center kiamba sarangani kahapon madaling-araw
10 Sayyaf todas sa mga sundalo,T,7,nasawi kasapi bandidong abu sayyaf magkakasunod pambobomba puwersa militar kuta lalawigan sulu major general carlito galvez commander western mindanao command pinaulanan millimeter howitzer artillery militar pinagtataguan bandido nagresulta pagkasawi kasapi matapos makadiskubre militar lasug-lasog katawan lugar direktang tinamaan bomba galvez siyang hawak vietnamese hostage bayan talipao noong linggo sundalo nasugatan makaengkwentro militar asg bgy lao talipao wala aniya silang impormasyon kaugnay hawak bihag abu sayyaf kasalukuyan
"Tacurong bombing, 8 nadale",T,7,zamboanga city katao sugatan pagsabog kahapon tacurong city lalawigan sultan kudarat mindanao awtoridad lalaki umano naghagis pampasabog compound sultan kudarat electric cooperative sumabit bakod sumabog siyang ikinasugat biktima pawang empleyado cooperative turon vendor sugatan naturang atake sinabi saksi mabilis tumakas salarin man pagsabog umako atake mabatid kinalaman terorismo extortion noong agosto pinasabugan armadong sakay motorsiklo tanggapan highway patrol group bagama nasawi atake nagpatunay pulisya ligtas masasamang loob
"Muslim sa China inalisan ng balbas, belo",T,7,bawal la laking muslim magpatubo mahabang balbas ipi nagbawal naman pagsusuot belo pampublikong lugar babaeng muslim western region xinjiang nabatid nibagong kautusan china muslim naninirahan bansa sanhi mahigpit kampanya china islamist extremism isinisisi kasi chinese government paghasik karahasan naturang rehiyon islamist militants separatist xinjiang ta hanan mil yong muslim umapelang nakakaranas raw diskriminasyon tiniyak naman beijing protektado karapatan muslim kabilang legal religious rights
2 sundalo sugatan sa BIFF clash,T,7,sugatan sundalo matapos itong makipagsagupaan rebelde bayan sha riff saydona mustapha magulong lalawigan maguindanao muslim autonomous region sinabi kahapon th infantry division ligtas kalagayan sugatan naturang labanan naganap kamakalawa barangay nabundas natiyempuhan tropa th infantry battalion grupo rebelde nagtatanim bomba roon two soldiers slightly wounded clash brought immediately camp siongco station hospital treatment ani captain arvin encinas spokesman th infantry division inako naman bangsamoro islamic freedom fighters biff kaguluhan matagal nakikibaka biff upang maitatag sariling estado rehiyon
Boko Haram dumukot uli ng 22 babae,T,7,babae naman dinukot boko haram isla mists magkahiwalay pagsa lakay isinagawa northeast nigeria ulat awtoridad naganap unang pagsalakay jihadist noong huwebes pulka village malapit border cameroon kababaihan dinukot isinakay umano pick-up vans kababaihan edad - matapos pagsalakay boko haram fighters mamman nur camp dakong alas-sais umaga karagdagang kababaihan kinuha labas villages umatake sinasabing tapat tagasunod abu musab al-barnawi anak boko haram founder mohammed yusuf nabatid hinirang barnawi noong nakalipas taon islamic state group kapalit abubakar shekau nakipag alyansa middle east jihadist group noong residente nagpahayag kinuhang kababaihan gagawing asawa fighters
"Sayyaf executioner, laglag",T,7,timbog zamboanga city notoryosong abu sayyaf jihadist sabit umano pagpugot ulo construction worker sulu province noong nakaraang taon kinilala militar nadakip amil ton tammang nakatakas operasyon pamahalaan sulu wanted tammang naturang pagpatay pang kasong kriminal nadakip kamakalawa pier zamboanga army major richard enciso spokesman st infantry division tammang spotted concerned citizen immediately notified authorities subject notorious member asg ajang-ajang group operating sulu tagged harassment construction company barangay liang patikul town sulu construction worker beheaded ani enciso ipinasa militar tammang pulisya iniimbes tigahan mabatid ibang kasamahan tammang nagbabalak ba atake zamboanga pinuri naman briga dier general rolando joselito bautista division commander pagkakadakip tammang sinabing nagpapatuloy operasyon abu sayyaf mindanao let-up operations lawless elements wika heneral
Boracay nakaalerto vs terorismo,T,7,todo-alerto pulisya western visayas partikular boracay island tinatanggap unvalidated reports target terorismo nasabing lugar police regional office pro- director chief supt jose gentiles bagama partikular banta terorismo umano silang natatanggap unvalidated reports hangga tinitiyak alerto pulis lugar mawala banta terorismo rehiyon lalo mara ming tourist destination isla panay matatawaran pag-unlad ekonomiya western visayas sinabi gentiles pinipigilan mangyari makapasok maute terror group region pinaigting koordinasyon muslim community western visayas upang hingin tulong pagbabantay kapatid muslim pumapasok rehiyon lalo mindanao kaugnay sinabi hadji muammar fai sal arumpa chairperson united federation muslim association western visayas nagtayo screening committee busisiin maigi background muslim pumapasok rehiyon
Bus binulabog ng bomba,T,7,nagkagulo pasahero aircon bus jasper jean services tym biyaheng dasmari as-navotas makaraang matagpuan pasahero kulay dilaw eco bag naglalaman bomba pasado alas-otso umaga kamakalawa kalituhan saherong ryan denver jose lopez -an yos piela dasmari city cavite agad dinampot eco bag tumakbo pintuan bus itinapon madamong bahagi barangay salitran nasabing bomba kwento lopez lumipat upuan loob bus kalipat naapakan umano siyang matigas bagay upuan siyasatin laman nitong ied wirings pagresponde swat eod cavite narekober improvised explosive device kasamang cell phone wiring pagtataya awtoridad kakayahang sumabog nasabing ied sangkap magtitrigger pagsabog nabatid baterya kasamang cellphone wala itong simcard
12 patay sa engkwentrong militar-NPA,T,7,sundalo tauhan new people army npa nasawi matapos engkwentro rebeldeng new people army sitio paymuhuan barangay lumutan general nakar quezon kamakalawa hapon pang sundalo sugatan naturang engkwentro lt col randolph cabangbang commander th infantry battalion philippine army nakabase northern quezon natatanggap report napatay panig npa dahilang nakukuha bangkay clash site sierra madre mountain ranges subalit senior insp leonardo su averdez hepe ge neral nakar police batay impormasyong pinaabot residente naturang baranggay npa umano namatay sagupaan
AFP tamang duda sa CPP-NPA,T,7,nagpahayag pagdududa pamunuan afp maisusulong balakid peace talks communist party philippines-new people army-national democratic front cpp-npa-ndf kasunod binabang direktiba cpp kaalyadong npa lalo pang paigtingin pagre-recruit bagong kasapi sinabi afp spokesman brig gen restituto padilla magandang pangyayari pagpapatuloy usapang pangkapayapaan europa patunay pagnanais cpp madagdagan dumami miyembro gayundin layunin peace talks tapusin armadong pakikipagbaka simulang pabalikin normal pamumuhay rebelde padilla malinaw pagpapakita talaga seryoso cpp-npa-ndf paghahangad pangmatagalang kapayapaan bansa usapang pangkapayapaan gobyerno cpp-npa-ndf ipagpapatuloy unang linggo april
1 pang bihag ng ASG nabawi,T,7,bunsod humpay pinaigting ope rasyon militar nabawi ikalawang opis yal roro vessel dinukot binihag abu say yaf noong huwebes nakaraang linggo major general carlito galvez jr komander western mindanao command westmincom bandang alas- gabi kamakalawa masagip th special forces battalion chief engineer laurencio tiro brgy basakan hadji mohammad ajul hma basilan pagkakaligtas biktima bunsod pi naigting operasyon joint task force basilan colonel juvymax uy kinabibilangan th special forces battalion pamumuno lt col andrew bacala
"Vice mayor, nakaligtas sa ambush",T,7,ligtas bise alkalde sumisip basilan matapos tambangan kahapon umaga sitio crossing katuli barangay marang sumisip nasabing lalawigan batay report ipi narating camp crame chief supt reuben theodore sindac director autonomous region muslim minda nao armm bandang alas- umaga kahapon maganap pananambang convoy sumisip municipal vice mayor jul hataman napag-alaman ga ling sumisip convoy hataman kasama security escorts dump truck pagbabarilin di nakikilalang armadong grupo lugar sinabi sindac nasugatan katao pawang civilian escort hataman ulat naman joint task force basilan kinilala iniulat sugatan sina dasid karim turmi asikin kasamahan vice mayor papunta grupo hataman munisipyo albarka malaking selebrasyon nagaganap lugar kasunod pagdiriwang people day paggunita araw nabawi militar lugar tero ristang abu sayyaf matapos mahabang labanan teyoryang grupo abu sayyaf itinuturong responsable nasabing pagsabog
"Panaderya bombing:  22 patay,  sugatan",T,7,patay katao sugatan mahigit dosenang matapos hagisan granada ba kery bayan jolo sulu province base ipinarating ulat jolo police joint task force sulu commander col cirilito sobejana camp aguinaldo kabilang napatay menor de edad isinugod sulu provincial hospital pang nasugatan pawang nagtamo tama shrapnel katawan napag-alaman nangyari pagsabog dakong alas- gabi malapit karina bakeshop grocery sitio lambayon barangay busbos jolo sulu ibinabalita matukoy pagkakakilanlan nasawi nasugatan matapos malakas pagsabog agad namang naaresto res ponsable paghahagis pampasabog naman tinukoy pagkakilanlan isinasailalim tactical interrogation jolo municipal police patuloy hot pursuit operation magkatuwang pulis militar maaresto responsable insidente
"Bihag na kapitan, nabawi; 2 Sayyaf todas sa sundalo",T,7,napatay sundalo abu sayyaf fighters nadakip matapos sagupaan magulong lalawigan basilan nailigtas diumano militar dinukot pinoy seaman sinabi army captain jo-ann petinglay spokeswoman western mindanao command nabawi tropa bayan al-barka tuburan motorized boats ginagamit abu sayyaf kidnapping activities pamimirata napaslang jaudi salapuddin kabilang diumano hijacking panamian cargo ship super roro basilan kamakailan dinukot abu sayyaf sina engr laurence tito captain aurelio agacac nailigtas umano pang nasawi nakilalang bistahan nisalun petinglay pang abu sayyaf rolly ikih nadakip bahay barangay kagawad vanessa lajiman tumahubong bayan sumisip town nabawi sundalo ikih -caliber pistol bala agad mabatid ikih bahay opisyal best rescue kidnap victims within area operations however one challenge armed forces cannot address alone need help support every peace-loving filipinos fight naman major general carlito galvez regional military commander bihag abu sayyaf mahigit dosenang asian sailors dinukot karagatan basilan tawi-tawi sabah malaysia samantala tiniyak col juvymax uy pinuno joint task force basilan tuluy-tuloy rescue operation hawak bandidong grupo pang tripulante tugboat laurencio tiro
100 pamilya nagbakwet sa NPA encounter,T,7,tinatayang pamilya naiipit giyera armed forces philippines afp rebeldeng new people army npa nagsilikas labis takot madamay kaguluhan barangay tablu tampakan south cotabato militar nakapagtala umano sugatan panig rebeldeng grupo kasapi npa guerilla front lugar kasalukuyang nagpapatuloy beripikasyon awtoridad sugatan apektadong indibidwal naitalang patay panig grupo nagdagdag puwersa th infantry battalion lugar upang tumulong pagtugis rebelde air assets militar rumesponde upang makatulong paglikas residenteng naiipit bakbakan upang mapigil te roristang grupo kinondena naman opisyal probinsya nangyaring pang-aatake npa inalintana buhay sibilyan kabila patayan magkabilang panig nakaamba naman susunod unilateral declaration interim ceasefire binabalangkas communist party philippines cpp mag-marso bigyan-daan ikaapat peace talks gobyerno netherlands
Kadamay bigo sa Bustos Heights,T,7,nabigong mapasok mahigit kasapi kalipunan damayang mahihirap kadamay pang pabahay gobyerno bustos heights barangay catacte bustos bulacan makaraang magsagawa barikada lehitimong residente lugar katuwang pulis military upang makapasok namang government housing project nasabing munisipalidad grupo urban poor p chief inspector victor bernabe bustos police chief pasado alas kamakalawa gabi magsimulang dumating kadamay lulan halos pampasaherong dyip bisinidad bustos heights nagtangkang okupahin bakanteng yunit pabahay nasabing bayan nabigo mismong residente kapulisan militar nakabase malapit lugar maharang plano urban poor iligal okupahan pabahay nakiusap bustos mayor arnel mendoza kadamay lisanin lugar pinakinggan grupo magdesisyon silang lisanin lugar pasado alas gabi gayunpaman nagbanta grupo babalik oras upangpuwersahan sasakupin housing project occupy pandi
"Bakbakang militar, NPA sumiklab sa Mindanao",T,7,sumiklab sagupaan tropa pamahalaan rebeldeng new people army npa lugar mindanao kahapon kasabay pag-anunsyo komunista impen ding release bihag antipas north cotabato chief nsp rolando dillera antipas police chief tumagal mahigit oras bakbakan wala namang iniulat nasawi sinabi dillera sagupaan naganap barangay camutan naghasik lagim rebelde pang huwebes military still village conduct clearing operations evacuees safe designated evacuation centers town proper dillera tampakan south cotabato matin ding bakbakan naganap kahapon umaga rebelde umatake paramilitary detachment barangay tablu bandang alas-otso umaga naman report sr insp harold cornel hepe tampakan police fighting still going wika cornel
France inatake din ng terorista,T,7,nabulabog mamimili lugar bansang france makaraang kotse umararo sibilyan shopping area ulat nagawa namang maharang awtoridad nagmamaneho sasakyan tuluyang makasagasa mamimili nabatid naaresto belgian police lalaki lulan kotse belgium federal prosecutor office kotse rehistrado france pinigil matapos huminto pinapara nakuhanan baril tinawag naman french president fancois hollande insidente uri tangkang terrorist attack
"Teenager na Sayyaf member, sumurender",T,7,-anyos kasapi bandidong abu sayyaf group sumuko awtoridad tipo-tipo basilan report ipinarating th infantry battalion commander lt col ernest john jadloc camp aguinaldo sumuko abuhair kajing alyas badero kasabay nitong isinuko armas bala napag-alaman nagpasyang sumuko teenager nitong mamuhay normal samantala malugod namang nagpasalamat magulang kajing pagsuko pagbalik-loob pamahalaan anak samantala handa naman lokal pamahalaan tipo-tipo suportahan abuhair pamilya magkaroon pang kabuhayan abuhair wanted finish studies wika jadloc
2 Malaysian nabawi sa Sayyaf,T,7,hawak militar malaysian seaman dinukot abu sayyaf karagatan sabah malaysia matapos silang mabawi kahapon bayan kalingalang caluang sulu province nakilala dayuhan sina tayudin anjut abdurahim bin sumas diumano iniwan abu sayyaf matapos malaking grupo sundalo bayan kalingalang caluang army captain jo-ann petinglay tagapagsalita western mindanao command kabilang malaysian barge crewmen dinukot noong july impormasyon ukol kasamahan bihag abu sayyaf mahigit dosenang asian seaman dinagit karagatan basilan tawi-tawi malaysia dinala agad pagamutan kampo militar bayan jolo upang masuri doctors far okay naman silang medyo nanghihina takot ani petinglay abante
Walang Pinoy sa London terror attack — DFA,T,7,filipino kabilang nadamay nangyaring terror attack harap parliyamento united kingdom uk ikinasawi katao ikinasugat kamakalawa gabi sinabi department foreign affairs dfa spokesman assistant secretary charles jose batay monitoring embahada pilipinas london pinoy kabilang biktima far report filipinong apektado embassy advise filipino community text message abante jose patuloy naman aniya naka-monitor philippine embassy london nangyaring pag-atake kasabay pinaalalahanan dfa filipino nagtatrabaho nakatira uk mapagmatiyag umiwas matataong lugar upang madamay sakaling mangyari muling pag-atake nabatid tourist destination pinangyarihan pang-aatake makikita big ben pamosong landmark gran britanya turista
80 pamilya lumikas sa Cotabato sa takot sa NPA,T,7,pagpasok daan-daang miyembro new people army npa umaabot pamilya lumikas tahanan barangay camutan antipas north cotabato kahapon antipas mayor egidio cadungon bandang alas- umaga kahapon lumusob miyembro npa brgy camutan sapilitang hinihikayat residente umanib grupo takot nagpasya lisanin lugar nanuluyan municipal gym brgy poblacion antipas pamilya hawak npa brgy camutan dumating karagdagang pwersa militar pulisya bayan antipas naghahanda pagtugis rebelde pinag-aralan galaw malagay alanganin sibilyan hawak umano npa
PNP: Maute nakapasok na sa MM,T,7,kumbinsido pamunuan pnp nakapasok mi yembro maute group metro manila press briefing kahapon camp crame kinumpirma pnp chief director general ronald dela rosa presensya nakapasok metro manila lanao-based maute group tahasan naman itong kinumpirma ncrpo director oscar albayalde kasabay pahayag pakay tinututukan puwersa isinasagawang follow-up operation umanong leader grupo kinilalang yusof makoto pinakahuling impormasyon nagtatago cavite sinabi albayalde grupo nagtatago metro manila nagbibigay kanlungan pang grupo nanggaling mindanao nakumpirma matapos maaresto kamakalawa gabi salam compound barangay culiat quezon city kasapi nasip ibrahim itinanggi naman armed forces philippines afp napaulat presensya umano lokal tero ristang grupong maute metro manila press briefing afp public affairs chief marine col edgard arevalo kahapon camp aguinaldo batay umano konsultasyon monitoring intelligence community nilinaw wala pang miyembro maute nakapasok kabisera kalmado publiko
740 Kurdish  militants kinalawit,T,7,aabot -katao ikinulong turkish authorities hinihinalang kaugnayan kurdistan workers party kwp ulat resulta araw pagsalakay kuta teroristang grupo siyang sinisisi serye bomb attack noong nakaraang taon rito nahaharap turkey multiple security threats kurdish militants islamic state karahasan naturang bansa kwp ikinukonsidera ngayong terrorist organization turkey united states europe kumakalaban gobyerno pang sumiklab karahasan noong lumobo katao kurds namatay kaguluhan
Seguridad itinaas vs jihadists,T,7,mataas yon seguridad lalawigan lanao del sur maguindanao muslim autonomous region matapos sunud-sunod sagupaan operasyon kontra jihadist groups kamakailan miyembro bangsamoro islamic freedom fighters biff kabilang lokal bomb expert dayuhang jihadist diumano napatay sundalo bayan datu libo maguindanao sundalo sugatan local bomber foreign terrorist leader jemaah islamiyah among killed ope ration identities still va lidated ground troops also recovered improvised explosives army captain arvin encinas taga pagsalita th infantry division headquarters magulong lalawigan
Pinoy pinag-iingat sa France,T,7,pinag-iingat department foreign affairs dfa overseas filipino workers ofws bansang france mag-ingat umiwas mata taong lugar bunsod nangyaring pagsabog letter bomb tanggapan international monetary fund imf building abiso dfa kailangang mag-ingat filipino paris france upang madamay nasabing pag-atake sinabi asst sec charles jose nakikipag- ugnayan philippine embassy upang paalalahanan filipino nasabing bansa agad makipag-ugnayan embahada oras pangangailangan embassy paris advise filipino community jose
