title,category,content,,
"Brgy. treasurer, mister timbog sa droga sa Cotabato",C,Arestado ang isang mag-asawa matapos marekober ng pulis ang nagkakahalagang P40K ng pinaghihinalaang shabu sa kanilang bahay sa Cotabato City kahapon ng umaga. Bandang alas-sais ng umaga nang magasagawa ng operasyon ang Philippine Drug Enforcement Agency (PDEA) sa Brgy. Rosary Heights 5 kung saan natiklo ang isang Myrah Daud at asawa nitong si Samsodin. Kasalukuyang ingat-yaman ng Brgy. Kapinpilan sa Northern Kabuntalan si Myrah samantalang bigo naman ang asawa nitong kumandidatong konsehal sa nasabing probinsiya. Natagpuan din sa bahay ng mag-asawang pang-apat sa drug watch list ng PDEA-ARMM ang anim na magazine ng M-16.,,
"19 na PWDs, patay sa stabbing spree",C,"Patay ang 19 na katao habang nasa 25 iba pa ang sugatan matapos ang walang habas na pananaksak ng isang lalaki sa Tokyo, Japan. Sa ulat, naganap ang pang-aatake sa loob ng isang residential care facility para sa mga disabled sa Kanagawa Prefecture sa Sagamihara City sa katimugang bahagi ng Japan. Samantala, kusa namang sumuko sa Tsukui Police Station ang suspek na nakilalang si Satoshi Uematsu, 26-anyos, na dating empleyado rin ng nasabing gusali. Base sa inisyal na imbestigasyon, nakitang pumasok ang suspek sa nasabing pasilidad na may dalang bag na naglalaman ng mga patalim kung saan ilang sandali pa ay biglang pinagsasaksak ang lahat ng makasalubong na pasyente. Matapos ang krimen ay agad na tumakas ang suspek at sumakay sa sasakyan nito at nagtungo sa himpilan ng pulisya upang sumuko at sabihin ang ginawa nitong krimen. Dumagsa rin ang mga kaanak at pamilya ng mga pasyente sa nasabing pasilidad sa pangambang kabilang ang mga kaanak ng mga ito sa nasawi. Patuloy na inaalam ng mga awtoridad ang motibo ng krimen.  ",,
4 putok sa biker,C,"Nasawi ang 35-anyos na biker matapos barilin nang nakaalitang driver ng isang kotse dahil sa away-trapiko kamakalawa ng gabi sa Quiapo, Maynila. Nagtamo ng apat na tama ng bala sa iba't ibang bahagi ng katawan ang biktimang si Mark Vincent Geralde, gaming attendant na namatay noon din. Habang isinugod naman sa Mary Chiles Hospital si Rocel Bondoc, 18, estudyante at taga-319 P. Casal St.  Quiapo, Maynila na nagtamo ng tatlong tama ng bala sa katawan at nasa kritikal na kondisyon . Sa imbestigasyon ni SPO2 John Charles Durang Manila Police District (MPD) ""  homicide section, naganap ang insidente dakong alas-9:36 ng gabi sa may P. Casal St. Quiapo, Maynila. Base sa kuha ng closed circuit television (CCTV) ng Barangay 385, Zone 39 nakita na naglalakad ang biktima akay ang kanyang bisekleta at nang huminto ang suspek na driver ng kulay pulang Hyundai EON na may conduction sticker na MO3746 nakitang kinausap ito ng biktima. Kasunod nito ay bumaba sa kotse ang suspek at nagsuntukan ang dalawa hangggang bumalik sa kanyang kotse ang suspek at kumuha ng baril at muling nilapitan ang biktima na noon ay naglalakad na at saka pinagbabaril. Mabilis naman bumalik sa kanyang kotse ang suspek at pinaharurot ang sasakyan papuntang Ayala bridge. Sa impormasyon nakuha, bago nagsuntukan ang dalawa nabatid na nasagi ng suspek ang minamanehong bisekleta ng biktima dahilan para magtalo ang dalawa. Patuloy naman ang isinasagawang imbestigasyon ng pulisya sa insidente. .",,
"Anti-drug cop, bulagta sa pulis",C,"Hindi nagpahuli ng buhay ang isang opisyal ng Quezon City Police District (QCPD) sa kanyang mga kabaro na miyembro nang pinagsanib na puwersa ng District Special Operation Unit (DSOU), Task Force Limbas, Highway Patrol Group (HPG), Criminal Investigation Detection Group (CIDG) na nagsasagawa ng buy-bust operation laban sa kanya na humantong sa encounter na naging dahilan nang pagkasawi nito sa Fairview, ng nasabing lungsod, kahapon ng madaling-araw. Kinilala ni QCPD Director Chief Supt. Guillermo Lorenzo Eleazar, ang nasawi na si PS/Inspector Ramon Castillo y Gamazon, 47, may-asawa, kasalukuyan nakatalaga sa District Anti-Illegal Drug Special Operation Task Group (DAID-SOTG) ng QCPD sa Camp Karingal, tubong Asingan, Pangasinan at kasalukuyan naninirahan sa Lot 3, Block 1, Phase 2, Richfield Subdivision, Mambog Bacoor, Cavite. Ayon kay Chief Supt. Eleazar, nangyari ang insidente dakong alas-3:35 ng madaling-araw sa harapan ng Exit Gate ng Sisters of Mount Carmel Catholic School, sa Bulova St.  kanto ng Regalado Avenue, Brgy. Greater Fairview, Quezon City nang maka-encounter nito ang mga pinagsanib na puwersa ng QCPD. Lumilitaw sa imbestigasyon ni SPO2 Cristituto Zaldarriaga, ng Criminal Investigation Detection Unit (CIDU) na nagsasagawa ng buy-bust operation ang pinagsanib na puwersa ng QCPD at dalawa sa mga ito na nakilalang sina SPO1 Bernardo Suarez ng DSOU at PO3 Reynald Cenon ng CIDG na umaktong buyer ng shabu. Lumilitaw na kasalukuyan nakasakay sa kanyang kulay itim na Toyota Innova na may plakang WQM-884 si Sr/Insp. Castillo, nang i-abot nito sa dalawang pulis na nag panggap na mga buyer ng shabu ang kulay puting envelope na naglalaman ng sampung pirasong tig-P1,000 bills. Nakahata agad ang suspek kaya't mabilis itong nagpaputok sa mga pulis na nauwi sa engkwentro.",,
Batangas brgy. captain itinumba,C,"Nasawi habang nilalapatan ng lunas sa NL Villa Medical Center, ang 35-anyos na barangay captain ng Lipa City, Batangas makaraang pagbabarilin ng isa sa dalawang suspek na sakay ng hindi naplakahang motorsiklo. Sa inisyal na imbestigasyon ng Lipa Component Police Station, dakong alas-2:30 kamakalawa ng hapon, habang nakaupo sa kanyang nakaparadang jeep (VER 614) sa National Highway Brgy. Antipolo Del Norte, ang biktimang si Leonardo Pureza y Laylo, barangay captain ng Brgy. Pag-Olingin West, Lipa City, nang lapitan ng mga suspek at pinagbabaril. Nahagip pa ng misis ng biktima na kinilalang si Charito Pureza, ang pagtakas ng tandem na sakay ng pulang motorsiklo patungong Padre Garcia Batangas. Napag-alaman na bumibili lamang ng tinapay ang misis ng biktima sa kalapit na bakery kaya nakaparada ang sasakyan ng kanyang mister na naghihintay sa kanya bago pinagbabaril ang kapitan ng barangay.",,
Pulis-Cavite dinakma ng kabaro,C,"Inaresto ng kanyang mga kabaro sa Silang Municipal Police Station sa Cavite, ang isang pasaway na pulis, makaraang ireklamo ng panunutok ng baril laban sa dalawang biktima kahapon dakong alas-2:30 ng madaling-araw. Kinilala ng Silang MPS ang naarestong pulis na si PO3 Ryan Jay Pangunsan Mullet, 35-anyos, nakatalaga sa General Mariano Alvarez Municipal Police Station sa Cavite dahil umano sa pagbunot ng kanyang Gloc17 service firearm at itinutok sa kanyang mga kaharap na biktima. Salitan umanong itinutok ng suspek sa ulo nina Michael Nuez Sumalinog, 39 at Elixer Ernest Casta eda Jamiro, 30, ang hawak nitong baril habang nasa isang lugawan sila sa Bulihan, Silang, Cavite. Kargado umano ng 14 na live ammo ang baril ng parak nang isagawa ang panunutok.",,
TULAK' INASINTA SA NOO,C,"Isang suspected drug pusher, user ang pinatay ng isang 'di-kilalang suspek sa katanghaliang tapat sa Tondo, Manila kamakalawa. Dead-on-the-spot ang biktimang kinilalang si Genesis Labiana alyas Jenny Bakla, residente ng Pier 2, APEX Compound, Brgy. 20, Zone 2, District 1, Tondo, Manila bunsod ng tinamong isang tama ng bala sa noo. Tumakas naman ang 'di-kilalang suspek bitbit ang ginamit na baril sa krimen. Sa imbestigasyon ni PO3 Bernardo Cayabyab, imbestigador ng Manila Police District (MPD) ""  Homicide Section, nabatid na naganap ang krimen dakong alas-11:10 ng tanghali nitong Linggo sa Gate 1, Parola Compound, Tondo. Naglalakad umano ang biktima nang bigla na lang lapitan ng suspek at barilin sa noo na nagresulta sa kanyang agarang kamatayan. Narekober ng mga awtoridad mula sa biktima ang apat na pirasong plastic sachet ng shabu na nakabalot pa sa bente pesos at isang basyo ng kalibre .45 sa lugar.",,
Batangue a todas sa bugbog ni mister,C,"Hindi nakayanan ng isang 42-anyos na ginang, ang inabot nitong kalupitan sa kamay ng sariling mister at tuluyang binawian ng buhay habang nilalapatan ng lunas sa Lobo Municipal Hospital sa Batangas, matapos itong bugbugin dakong alas-dos ng hapon kamakalawa. Kinilala ng Lobo Municipal Police Station (MPS) ang nasawing ginang na si Fely Escamillas y Gabo ng Bgy. Nagtoctoc, sa nasabing bayan, habang arestado naman ang suspek na mister nitong si Elias Escamillas y Au as, 49-anyos. Batay sa inisyal na imbestigasyon ng Lobo MPS, pasado alas-dos nang umuwi ang suspek sa kanilang bahay at dinatnan ang biktima, walang anu-ano'y bigla nitong pinagsusuntok at pinagsisipa ang kanyang misis hanggang tuluyan itong malugmok at mawalan ng malay. Agad tumakas ang suspek ngunit nadakma rin sa follow up operation ng pulisya at ngayon ay nakakulong at nahaharap sa kasong parricide.",,
Pulis patay sa nag-amok na ex-Army,C,"Patay ang isang opisyal ng pulis ng barilin ng dating sundalo ng tangka sanang awatin ng una ang huli sa pagwawala na ikinasawi din ng suspek matapos barilin ng mga kasamahang pulis na kanyang napatay kamakalawa ng gabi sa Masbate City, Masbate. Nakuha pa sanang dalhin sa pinakamalapit na pagamutan subalit nasawi din habang inooperahan dahil sa tinamong tama ng bala sa dibdib ang biktimang nakilalang si P/Insp. Bon Calixto ng Masbate Police Provincial Office (PPO). Samantala, napatay din ng mga rumispondeng kapulisan ang suspek na si Nonoy Punzalan, dating miyembro ng Philippine Army (PA) at residente ng Bgy. Ibinggay ng nabatid na lungsod. Sinubukan umanong awatin ng pulis ang nagwawalang suspek subalit imbes na makinig ay binaril siya nito at tinamaan sa dibdib.",,
"Lagare sa trike at droga, dinakma",C,"Isang 44-anyos na tricycle driver na mas malaki ang sideline sa pagtutulak ng droga ang nadakip makaraang makumpiskahan ng walong pakete ng shabu nang salakayin ang kanyang tirahan sa Bgy. Tangos, Baliwag, Bulacan kamakalawa. Kinilala ng pulisya ang naarestong si Nelson dela Cruz y Santos alias 'Tuka', 44, may asawa ng Bgy. Tangos, Baliwag na nakumpiskahan ng walong plastic sachet ng shabu matapos pasukin ang kanyang bahay. Dakong ala-1:50 ng madaling-araw nang salakayin ng Baliwag PNP sa bisa ng Search Warrant na ipinalabas ni Hon. Judge Sita Jose Clemente ng Branch 16 ng Malolos RTC (Regional Trial Court) ang tinitirhan ni Dela Cruz sa Bgy. Tangos, Baliwag. Hindi na nakapalag ang suspek nang makumpiskahan ito ng walong pakete ng shabu at nakadetine na ito ngayon at nahaharap sa kasong Violation of Section 11, Article II of RA 9165 sa Provincial Prosecutors sa Malolos City.",,
17 nadale sa Florida shooting,C,"Dalawa katao ang namatay habang 15 pa ang nasugatan sa mass shooting sa isang event ng mga kabataan sa isang nightclub sa Florida. Ang pamamaril ay nangyari umano sa Club Blu Bar and Gril sa in Fort Myers, Florida, kung saan ginaganap ang 'teen night event' sa umaga. Sa naunang ulat, isa sa mga nasawing biktima ay 14-anyos na lalaki. Karamihan umano sa mga tao sa lugar ay mga kabataan na hindi bababa ang edad sa 13-anyos na labis ang takot na naramdaman makaraang makarinig ng putukan bandang alas-sais ng umaga (UK time). Isa sa mga suspek ang nakakulong ngayon habang pinaghahanap pa ang kasama nito.",,
"Konsehal, patay sa likida",C," ""  Patay ang isang barangay councilor ng Lamitan City sa lalawigan ng Basilan matapos itong ratratin kahapon ng mga 'di-kilalang lalaking nakasakay sa isang motorsiklo. Kinilala ng pulisya ang biktimang si Reynaldo Trota ng Barangay Colonia. Pinagbabaril ito habang bumabaybay sa Sitio Sayugan sa Barangay Maganda sakay ng kanyang motorsiklo. Dead-on-the-spot umano si Trota dahil sa tinamong mga tama ng bala sa katawan. Duguan ito nang maabutan ng mga rumespondeng parak. Sinabi ng pulisya na nabawi nila sa lugar ang mga basyo ng bala mula sa .45 caliber pistol ngunit hindi pa mabatid ang motibo ng pamamaslang o kung may kinalaman ito sa kanyang trabaho. Ayon kay SPO2 Amirin Jamlani, ng lokal na pulisya, patuloy ang kanilang imbestigasyon sa naganap.",,
OFW arestado sa abortion,C,"Dinakip ng Kuwait police ang isang overseas Filipino worker (OFW) matapos na umano'y tulungan ang kasintahan nitong Pinay na i-abort ang dinadalang sanggol nito sa nasabing bansa. Sa ulat ng Al-Rai daily, hinuli ang hindi pinangalang OFW makaraang matuklasan na binigyan nito ang abortion pills ang kasintahan nito upang ipalaglag ang nasa sinapupunan nito. Bago nito, napasugod ang Hawally security personnel sa Mubarak Al-Kabeer Hospital matapos matanggap ang impormasyon na isang manggagawa nitong Pinay ang nakaranas ng miscarriage. Subalit nagduda ang employer nito sa tunay na nangyari sa Pinay dahilan upang magsagawa ng imbestigasyon. Sa gitna ng imbestigasyon, umamin ang nasabing Filipino na binigyan ito ng abortion pills ang kasintahan na nakuha nito sa isa pang Pinoy kung kaya't agad na dinakip. Samantala, bantay-sarado naman ng mga awtoridad sa Pinay habang nagpapagaling sa nasabing ospital.",,
Bulagtaan' pa  more sa Bulacan,C,"Asahang marami pang tulak ng droga sa Bulacan ang tutumba sa mga susunod na araw makaraang makumpirmang hindi lamang ang Bulacan PNP ang tumututok sa probinsya sa illegal drug activities kundi maging grupo ng vigilante na siyang responsable sa pagpaslang sa walong shabu pusher mula Hulyo 1. Nakumpirmang umabot na sa 59 ang napaslang na shabu pusher sa Bulacan simula nang umupo si Pangulong Duterte at nangunguna ang lalawigan sa buong bansa sa may pinakamaraming napaslang na shabu pusher na sangkot din sa pagnanakaw, carnapping at murder ngunit iba dito ay biktima ng salvage. Tiniyak ng Bulacan Philippine National Police na higit pang palalakasin ang kampanya laban sa droga sa Bulacan at maaaring mas tumaas pa ang bilang ng mapapaslang bago matapos ang buwan ng Hulyo dahil sa ginagawang paglaban at hindi pagpapaghuli ng buhay ng mga drug pusher na kumakasa sa arresting officers.",,
Turista dinukutan  ng dalawang babae,C,"Natangay ang pitaka na naglalaman ng P8,000 cash ng isang turistang Malaysian national matapos umanong madukutan ng dalawang babae habang naglalakad sa may Carriedo, Quiapo, Maynila. Nagreklamo sa tanggapan ng Manila Police District-General Assignment and Investigation Section (MPD-GAIS) ang biktimang si Huey Xuan Ang, 24, at nanunuluyan sa may Sogo Hotel, Avenida, Sta.Cruz, Maynila. Ayon sa biktima, naglalakad umano siya sa may Carriedo nang mapansin na nawawala ang kanyang pitaka na naglalaman ng kanyang Malaysian ID, dalawang Malaysian debit card, P8,000 at Malaysian ringgit na P1,000. Ayon sa biktima, malinaw na ang dalawang babae na gumitgit sa kanya habang naglalakad ang dumukot sa kanyang pitaka, na kapag nakita niyang muli ay matatandaan niya.",,
"Suklam, mura ibinato sa 'drug queen'",C," Umani ng pagmumura at pagkasuklam ang maraming Muslim sa pagkakadakip ng dalawa sa kanilang hanay na diumano'y nasa likod ng bentahan ng iligal na droga sa Mindanao. Matatandaang nadakip ng Philippine Drug Enforcement Agency (PDEA) si Johair Abinal alyas Mayora Marimar, sa Brgy. Kauswagan at ang live-in partner nitong si Suharto Macabuat na major pala sa Philippine Army; at Sanny Santican. Nabatid na dating alkalde ng Lanao del Sur sa Autonomous Region in Muslim Mindanao (ARMM), si Abinal na siyang itinuturong diumano'y supplier ng droga sa Regions 10, 11, Caraga at ARMM, ngunit itinanggi naman ito ng dating pulitiko. Nakumpiska rin sa kanila ang 21 malalaking pakete ng hinihinalang shabu, mga salapi at armas. Kumalat rin sa social media, partikular sa Facebook ang larawan ni Abinal ng sila'y madakip at doon ay nakabalot pa ang katawan nito sa tradisyon na hijab. Ngunit halos isuka naman ng mga netizens sa ARMM Watch si Abinal dahil haram o mahigpit na ipinagbabawal sa Muslim ang masasamang gawain, lalo na ang droga.",,
Kagawad utas sa land dispute,C," ""  Usapin sa lupa ang sinisilip na motibo sa nangyaring pamamaslang sa isang barangay kagawad at pagkasugat sa kasama nito noong Huwebes ng gabi sa Brgy. Papaya sa lungsod na ito. Batay sa ulat na isinumute ni P/Sr. Inspector Arnel Aguilar sa tanggapan ni Mayor Arvin Salonga, nakilala ang napaslang na si Kagawad Leopoldo Alfanta Ferrer, 64, ng Brgy. Papaya rito at sugatan ang kabarangay nitong si Rodolfo Mudlong. Lumitaw sa pagsisiyasat na dakong alas-nuwebe ng gabi nang nakikipag-inuman sina Ferrer at Mudlong sa Purok 3 Brgy. Papaya rito kaharap ang tatlong iba, noong huminto ang mga salarin na lulan ng kulay itim na kotse na hindi naplakahan. Kagya't na inasinta at pinagbabaril ng isang armado si Ferrer na tinamaan sa ulo't katawan at namatay noon din. Nagtamo ng tama si Mudlong at naisugod sa district hospital dito. Kaagad na ipinag-utos ni Mayor Salonga ang pagtugis sa mga salarin na ipinapalagay na mga kaalitan sa lupa.",,
