title,category,content,,
"50 jaywalkers sa Baclaran, nabingwit",,"Nasa 50 katao na pawang mga pedestrian ang hinuli at tinekitan ng Metropolitan Manila Development Authority (MMDA) Anti-Jaywal­king Unit matapos luma­bag sa anti-jaywalking na ipinatupad ng ahensiya sa kahabaan ng Baclaran, Paranaque City kahapon ng umaga.,Ayon sa MMDA, alas-10:00 ng umaga nang dumaan at tumawid sa hindi tamang tawiran at babaan ng sasakyan sa kahabaan ng Roxas Boulevard, Baclaran ng nasa­bing lungsod ang mga dinampot.,Nabatid na ang mga nahuli ay kinakaila­ngang magbayad ng P500 sa tanggapan ng MMDA o maoobliga ng 3-oras ng community service o maglinis sa kapaligiran ng Baclaran.",,
5 poorest regions bubuhusan ng infra,,"Puspusan ang pagtaguyod ng Duterte administration ng mga infrastructure projects na mag-aangat sa kabuhayan ng mga pinakamahirap na rehiyon sa bansa.,Ito ang kinumpirma ni Presidential spokesperson Ernesto Abella kasunod ng pag-arangkada ng LRT 1 Cavite Extension Project.,Sinabi ni Abella na maliban sa Cavitex, naglaan din ang pamahalaan ng P157.4B para sa proyektong imprastraktura sa limang mahihirap na lugar.,Nakapaloob sa Three-year Rolling Infrastructure Plan (TRIP) 2018-2010 ng  National Economic Development Authority (NEDA) ang pagbuhos ng infrastructure projects sa mga lugar na may pinakamataas na poverty rates tulad ng Autonomous Region in Muslim Mindanao (ARMM), Caraga, Eastern Visayas, Soccsksargen at Northern Mindanao.,Nasa 1,313 infra projects ang nakahanay na itatayo ng gobyerno sa mga nabanggit na rehiyon sa loob ng tatlong taon.",,
"2 beses nabigo, nagbigti",,"May dalawang araw ng patay nang madiskubre ang bangkay ng isang 33-anyos na house labor na umano’y nagbigti dahil sa dalawang ulit na pagka­bigo sa pag-ibig kahapon ng umaga sa Pandacan, Maynila.,Kinilala ni SPO2 Jonathan Bautista, imbestigador ng Manila Police District-homicide section ang biktimang si Jovencio Pagaduan Jr., house laborer ng San Miguel at taga-2072 C Kahilum St. Pandacan, Maynila.,Nabatid na may nakapulupot pang cable wire sa leeg ng biktima nang madiskubre ito ni Ann Alvior, kapit-kuwarto ng biktima na unang nagreklamo ng masangsang na amoy dakong alas-8:30 ng umaga sa loob ng kanyang nirerentahang kuwarto.,“Sabi noong mga kapit-kuwarto niya, may-asawa daw yung victim pero naghiwalay tapos nagkaroon ng ka-live-in na bar girl pero nakipaghiwalay rin sa kanya may ilang araw na ang nakakalipas. Ilang beses na umano itong nakikitang nakatulala, hindi raw makubinsi ‘yung asawa na makipagbalikan sa kanya,”ayon kay Bautista.,Huli umanong nakitang buhay ang biktima dakong alas-2:30 ng madaling-araw noong Miyerkules na sumusuka dahil sa kalasingan.",,
"Hacked Wikipedia, binaboy si Callamard",,"Muling umatake ang ‘agents of lies’ at pinuntiryang i-hack ang Wikipedia para i-edit at babuyin ang profile ni United Nations (UN) Special Rapporteur Agnes Callamard.,“She is highly paid consultant of the Liberal Party of the Philippines dedicated into overthrowing one of the best President (Duterte) the country has ever had,” bahagi ng binagong profile ni Callamard matapos ma-hack ang naturang website.,Hindi man nagtataka sa ginawa ng mga hackers, hindi rin pinalagpas ni Liberal Party (LP) president Sen. Francis ‘Kiko’ Pangilinan ang insidente at mabilis na itinuwid ang malisyoso at walang katotohanang impormasyon sa binaboy na profile ni Callamard sa pagsasabing hindi totoo na binayaran ng kanilang partido ang respetadong human rights advocate.,“Hindi na kataka-taka dahil matagal nang sinisiraan at nagkakalat ng kasinungalingan laban sa LP ang ilang taga-suporta ng administrasyon at mga nais manira kay VP Leni,” diin ni Pangilinan sa isang text message.,Si Callamard ay dumalo sa ika-30 anibersaryo ng Commission on Human Rights (CHR).",,
"Tadeco, umalma sa findings ng COA",,"Pumalag ang kampo ni Davao del Norte Rep. Antonio Floreindo sa ipinalabas na findings ng Commission on Audit at Department of Justice na nagsasabing illegal at dapat ibasura ang Joint Venture Agreement sa pagitan ng kompanya nitong Tagum Agricultural Development Company (TADECO) at Bureau of Corrections para sa pag-upa ng ilang hektaryang lupain ng Davao Penal Colony.,Ayon kay TADECO Pres. and Chief Executive Officer Alex Valoria ang COA findings na pinagbasehan din ng legal opinion ng Office of the Solicitor General ay nakabase sa maling aplikasyon ng batas, aniya, mali ang pagturing ng COA na ang kontrata sa pagitan ng TADECO at BuCor ay isang leasehold at tenancy agreement na gino-govern ng Republic Act 1199.,Paliwanag ni Valoria ang kontrata ay isang JVA na ang pangunahing adhikain ay makatulong sa rehabili­tasyon ng mga inmates ng Davao Prison and Penal Farm (DPPF) at ikalawa lang ang kita.,Kumbinsido si Justice Secretary Vitaliano Aguirre na ilegal ang kasunduang pinasok ng BuCor sa TADECO.,Pero ayon kay Aguirre, pag-aaralan pa niya ang de­talye ng fact-finding report na isinumite ni Justice Undersecretary Raymund Macate. Bagamat sang-ayon umano siya sa findings na nilalaman ng ulat, hindi naman siya sang-ayon sa rekomendasyon ng fact-finding body na ayusin ang kontrata para maging katanggap-tanggap.,Ayon kay Aguirre, naniniwala kasi siya na dapat madeklarang null and void ang kontrata. Pero sa tanong kung ang DOJ ba o ang Bureau of Corrections na partido sa kasunduan ang tamang ahensya na magpapawalang-bisa ng kontrata, ito ay kanya pa umanong pag-aaralan.",,
"PH team, may bagong exploration sa Benham Rise",,"Muling magsasagawa ng expedition ang ilang ahensiya ng pamahalaan para tignan ang mababaw na bahagi ng Benham Plateau, na nasa silangang baybayin ng Luzon.,Ayon kay Philippin­e Coast Guard (PCG) spokesman Commande­r Armand Balilo, ito na ang ikatlong pagkakataon na magsasagawa ng explora­tion ang mga eksperto ng bansa sa 13-milyong ektaryang lawak ng continental shelf.,Pangungunahan uman­o ni Secretary Manny Piñol ng Department of Agriculture (DA) ang grupo ng mga eksperto mula sa Bureau of Fisheries and Aquatic Resources (BFAR) sa isasagawang expedition.,Target ng exploration team na maabot ang sinasabing mababaw na bahagi ng Benham Plateau sa pamamagitan ng BFAR research and survey vessel.,Nabatid na kahapon ng umaga nagsimulang maglayag ang BRP Malapascua ng PCG mula sa Maynila, habang ang ilang tropa ng PCG ay magmumula sa Aparri, Cagayan na tutulak din anumang araw patungo sa Benham Rise.,Tatlong barko ang gagamitin ng gobyerno sa Benham Rise Expedition sa Mayo 7 mula sa Infanta, Quezon patungo sa lugar.,Magsasagawa ng wate­r sampling at pag-aaral sa mga uri ng isda, corals, mammals, pating at iba pa, na makikita sa Benham Rise.,Pinaniniwalaan ng mga eksperto na mayaman at malaki ang maitutulong sa tinatawag na food sustainabi­lity ang 13-milyong ektarya ng Benham Rise, na 100 porsyentong nababalutan ng corals.",,
Joke nga daw kaya ‘wag seryosohin,,"Sa gitna ng inaabot na kaliwa’t kanang batikos, isang pari naman ang nagtanggol kay Sen. Tito Sotto.,Sinabi ni Fr. Larry Faraon ng Batanes na matagal na niyang personal na kilala si Sen. Sotto at naniniwala itong walang intensyon ang senador na kuwestyunin ang pagiging single parent ni DSWD Sec. Judy Taguiwalo.,Malinaw aniya sa serye ng pagtatanong ni Sotto na gusto lang nitong maging “light” ang deliberasyon sa appointment ni Taguiwalo kung kaya’t idinaan na lang nito sa biro ang tanong sa kalihim.,“Obviously, this comment was taken in the context of humor. Si Senator Sotto, matagal ko nang kilala. Ang pagiging joker, kasi ako joker din ako. May mga proceedings, usapan, masyadong serious. Nagpapasok kami to illicit some sort of light moment among discussion,” paliwanag ni Faraon.,“It’s just like that. Humor ‘yun. Sa’n ka nakakita ng taking humor seriously,” katwiran pa ng pari.,Bukod dito, hindi naman umano hinarang ni Sotto ang appointment ni Taguiwalo bagkus ay 100 porsyento pa niyang sinusuportahan ito.",,
"5-year validity ng lisensya, lusot na sa Kamara",,"Kahit umiiral na ang 5-year validity ng mga driver’s license, gusto pa rin itong gawing batas ng pamahalaan kaya naman ang Kamara, ipinasa na ang panukalang batas ukol dito sa ikatlo at huling pagbasa.,“This will remove inefficiencies brought about by more frequent application for renewals due to the shorter validity of licenses,” ani Surigao del Sur Rep. Johnny Pimentel na pinuno ng Technical Working Group ng nasabing panukala.,Ayon naman kay House committee on transportation chairman Rep. Cesar Sarmiento ng Catanduanes, kapag tuluyang naging batas ang panukala, inaasahan na lalong hihigpitan na ng LTO ang mga proseso na pagdadaanan ng mga bagong aplikante para sa driver’s license.,Layon umano nito na masiguro na ang mga mabibigyan ng lisensya sa pagmamaneho ay dumaan sa mas mahigpit na proseso at mabawasan ang mga driver na walang alam sa road safety.,Hindi lingid sa kaalaman ng Kongreso na mara­ming drivers ang kulang ng edukasyon pagdating sa pagmamaneho na nagiging sanhi ng mga aksidente at paglala ng problema sa trapiko.",,
Pinay tinodas ng mister,,"Patay ang isang Pinay makaraang barilin ng asawa nito, na tinangkang iwanan ng una sa California, USA.,Sa ulat ng ABC 7, kinilala ang nasawing Pinay na si Roselyn Policarpio, 47-anyos, ng Walnut Creek, California, na nagtamo ng ‘di mabilang na dami ng tama ng hindi mabatid na kalibre ng baril.,Samantala, naaresto naman ang suspek na si Gre­gory Prokopowicz, 38-anyos, matapos ang 19-oras na standoff sa pagitan nito at ng mga pulis, na nahaharap sa kasong first-degree murder.,Sinasabing nagawa pa ng suspek na tawagan sa telepono ang anak ng mga ito na si Don hinggil sa pagpatay sa ina nito.,Binanggit din umano ni Don na bago ang pagpatay sa ina nito ay sinabi ng huli na tuluyan na nitong iiwanan ang suspek dahil sa madalas na pananakit na inaabot nito sa huli.,Sa pahayag ni Don sa hiwalay na ulat ng East Bay Times na obsessed si Prokopowicz kay Policarpio na kinumpirma naman ng dating asawa ng huli na si Armando.",,
PDU30 may ‘very important’ call galing sa Chinese prexy,,"Tinawagan ni Chinese President Xi Jinping si Pangulong Rodrigo Duterte kamakalawa ng hapon.,Pero magkaiba ang paglalarawan ng mga miyembro ng gabinete sa naturang phone call, na ayon kay Special Assistant to the President (SAP) ay tumagal nang 26 na minuto.,Tinawag itong “very important call” ni presidential spokesman Ernesto Abella samantalang “casual call” naman ang deskripsyon dito ni Department of Foreign Affairs (DFA) spokesman Robespierre Bolivar.,“It’s a very important call. It covered … actual­ly, may actual caucus siya. Pero unang-una, in-affirm ng Presidente iyong kanilang pagkakaibigan between the Philippines and China,” ani Abella sa ilang naging tampok sa pag-uusap ng dalawang lider.,Isa rin ani Abella sa napaka-importanteng napag-usapan nina PDU30 at Jinping ay ang mga development sa Korean Peninsula.,“Itong concern na ito ay concern na shared din po ng mga ASEAN leaders. At komo chair tayo, ang Pilipinas, ang Presidente na rin also took the initiative to voice the… ang concerns natin,” dagdag nito.,Sa kwento naman ni Bolivar, pinuri umano ni Xi ang lalong tumitibay na ugnayan ng Pilipinas at China sa lahat ng aspeto, pati na ang pagsusulong ng chairman ng ASEAN (si Duterte) sa pagkakaisa, centrality at solidarity ng ASEAN countries.",,
‘Di porke’t atat eh OK!,,"Hindi batayan ang pagiging masigasig o atat sa trabaho kundi kung kuwalipikado at kung angkop at nararapat ito na hawakan ang isang posisyon.,Pasaring naman ito ni Sen. Panfilo Lacson na tila pahiwatig na rin na isa siya sa mga miyembro ng Commission on Appointments (CA) na bumoto kontra sa kumpirmasyon ni Environment and Natural Resources Sec. Gina Lopez.,“Passion and enthusiasm do not automatically translate into fitness and qualification,” ayon kay Lacson sa post nito sa social media.,Pero si Sen. Leila de Lima, binuhat sa papuri si Lopez.,“To Ms. Gina Lopez, kudos to you and your passion. Saludo po ako sa inyong paninindigan. You did not fail to have your voice heard. You did not fail to defend what you believe is right. You did not fail promoting the rights of our people to a sustainable, balanced and healthful ecology. It is the system that failed,” anang bahagi ng sulat-kamay na mensahe ni De Lima.,Magugunitang, idinaan sa secret voting ang pagbibigay ng boto ng mga miyembro ng komisyon sa nominasyon ni Lopez.,Sa resulta ng botohan ay nanaig ang botong nagbabasura sa appointment ng kalihim.,Kaugnay nito, sinabi naman ni Sen. JV Ejercito na dapat ay nag-inhibit ang sinumang miyembro ng CA na may mining interest “for delicadeza”.,Tinukoy ni Ejercito si Rep. Ronnie Zamora bunga ng pagkakaugnay ng kapatid nito sa mining operations.,Nauna nang binatikos ni Dr. Ben Molino, lider ng Alyansang Tigil-Mina (ATM) ang desisyon at si­nabing isa itong pagtataksil sa taumbayan at kalikasan.,Dismayado rin ang Simbahang Katolika sa pagkakabasura ng appointment ni Lopez.,Ayon kay Rev. Fr. Augustus Calubaquib, Social Action Director ng Archdiocese of Tuguegarao, malinaw aniyang inuna ng mga mambabatas ang personal na interes ng iilan kumpara sa interes ng taumbayan.,Ganito rin ang paniniwala ni Diocese of Calbayog Social Action Director Rev. Fr. Guillermo Alorro matapos na madiskwalipika si Lopez.,“It shows that business interests of a few greedy mining companies is over and above ruled supreme than protecting and preserving our natural environment, thus doing good for the people and protecting their basic right to live a descent life is a misnomer nowadays,” mensahe nito sa Radyo Veritas.,Nababahala naman si Bacolod Social Action Director Rev. Fr. Ernie Larida sa kahihinatnan ng desisyon ng CA sa mga mahihirap habang tiniyak ni Prelatura ng Infanta Social Action Director Rev. Fr. Israel Gabriel na hindi nito matitinag ang pagkilos ng Simbahan para sa kalikasan.,Ngunit para kay Lopez, maiksi man ang panahong inilagi niya sa puwesto ay sapat na rin ito para maipahayag sa buong bansa ang kanyang adbokasiya at hindi umano ito mapuputol ng kapangyarihan ng CA.",,
SUSPENSION SA ERC CHAIR KINUMPIRMA,,"Kinumpirma ng Palasyo ng Malacañang ang ginawang suspensyon kay Energy Regulator­y Commission (ERC) Chairman Jose Vicente Salazar ng Office of the President (OP).,“The Office of the President has placed ERC Chair Jose Vicente Salazar on preventive suspension pending investigation of the various complaints filed against him,” pahayag ni Presidential Spokesperson Ernesto Abella.,Si Salazar ay pinatawan ng 90-araw na suspensyon ng OP dahil sa alegasyon ng korapsyon.,Base sa nilagdaang kautusan ni Executive Secretary Salvador Medialdea ang suspensyon ni Salazar ay epektibo nitong Mayo 2.,Nag-ugat ang suspensyon ng ERC chair sa reklamo ng ERC employees laban sa opisyal, sa Office of the Ombudsman noong Abril dahil sa paglabag sa civil service kaugnay sa umano’y pagtatalaga ng ilang opisyal sa ERC.,Nahaharap din si Salazar sa iba’t ibang akusasyon katulad ng paglabag sa Government Procurement Reform Act sa ilang proyekto sa pinamumunuang tanggapan.,Sinuportahan ni Sen. Sherwin Gatchalian, chairman ng senate committee on energy, ang ginawang pagsuspinde ng Malacañang kay Energy Regulatory Commission (ERC) chairman Jose Vicente Salazar.,“Malacañang, being the appointing authority of ERC, they have the power to suspend any of its officials to protect public interest. This suspension will enable Malacañang to further investigate ERC freely and determine what is the best for the regulato­r.” ani Gatchalian",,
TSUPER ACADEMY AANDAR NA!,,"Para tuluyang malutas at makaiwas sa tiyak na disgrasya sa kalsada, lahat ng public utility drivers sa buong bansa ay kailangang sumailalim sa isang re-training na ilalatag ng Land Transportation Franchising and Regulatory Board (LTFRB).,Ayon sa LTFRB, kabilang sa mga dapat mag-enroll sa Drivers Acade­my ay ang mga pasaway na tsuper ng jeep, bus, UV express, taxi at ma­ging Grab at Uber na ang klase ay tatagal lamang ng dalawang araw.,Iba’t ibang paksa umano ang pag-aaralan ng mga nag-enroll gaya ng mga traffic signs at tamang pagmamaneho bago sila isasalang sa isang eksaminasyon.,May mga modules at training materials rin na ibibigay sa mga tsuper na lalahok sa nasabing academy na ang tanging layunin lamang ay para sa kaligtasan ng bawat pasahero at drayber.,“Kung hindi sila nag-schooling ng driving before, this is our way of helping them to upgrade their skills,” ani LTFRB board member Aileen Lizarda.,Kapag hindi umano nakapasa ang mga enrollees sa academy ay hindi muna sila papayagang makapagmaneho ng public utility vehicle (PUV) pero maaari namang mag-retake at kung sakaling maka­pasa ay mabibigyan naman ng isang ID para maidikit sa windshield ng kani-kanilang PUV.,Dagdag pa ni Lizar­da, ililista rin umano ang mga pangalan na nakapasa sa re-training at ilalagay sa isang data­base ng LTFRB para mabilis na mai-check ng mga operators kung pasado ba ang kanilang drayber.,Aminado ang LTFRB na maraming mga tsuper ang nakakalimot na sa mga alituntunin sa kalsada kaya’t dapat lamang umano na maibalik sa kanila ang disiplina pagdating sa tamang pagmamaneho.,Maaari rin umanong hindi mabigyan ng 5-year driver’s license ang isang drayber na hindi makapasa sa naturang akademya.",,
