P200K tinangay ng kasambahay,C,"Pinaghahanap ngayon­ ng pulisya ang isang kasambahay matapos­ ­lumayas tangay ang mga gamit  at  alahas­  ng kanyang amo na nagkaka­hala­gang P.2 milyon sa ­Cagayan de Oro City.,Naglunsad na ng massive manhunt ang pulisya ng Cagayan de Oro City para sa ikadarakip ng suspek na si Geraldson Ompoc alyas ‘Jing-jing’, ng Don Carlos, Bukidnon.,Nabatid na nasa trabaho ang biktimang si Kimberly Mertalla, 30, dalaga, at tanging naiwan sa kanyang bahay sa Adela, Barangay Camaman-an, Cagayan de Oro City ang kanyang batang pamangkin.,Nasaksihan pa ng pamangkin nito ang pag-alis ni Ompoc na inakalang may bibilhin lang at babalik din.,Pagdating ng biktima, dinatnan nitong sira ang kabinet nito na naglalaman ng P145,000 cash, mga ­alahas na aabot sa P25,000 at shades na mabibili sa halagang P17,000.,Nangako naman ang pulisya sa biktima na ­hindi sila titigil hanggang­ maaresto ang suspek.",,
Bakbakan sa Yemen: 30 patay,C,"Aabot sa 30 katao ang patay matapos ang matin­ding sagupaan sa pagitan ng mga rebelde at ng mga loyalist ng lungsod ng Taez sa Yemen, ayon sa mga military at medical sources.,Ayon sa ulat, dahil sa nangyaring sagupaan ay tuluyan nang naglaho ang pag-asa na susundin ng dalawang panig ang tigil-putukan na inanunsyo ni US Secretary of State John Kerry na dapat na nagsimulang ipatupad noong Huwebes.,Ayon sa Loyalist military sources, nasa 24 na mga rebelde at 14 na pro-government forces ang napatay sa loob lang ng 24-oras habang ayon naman sa mga rebelde ay marami ang mga napatay sa pag-atake sa isang local market.,Dalawang sibilyan ang napatay din habang 16 ang sugatan nang magpaputok ng Katyusha rockets ang mga rebelde sa isang residential area.,Isang photographer na kinilalang si Awab al-Zubairi rin ang namatay dahil sa landmine na planted ng mga rebelde ang sumabog sa Taez.",,
"Birthday boy naaksidente na, tiklo pa sa droga",C,"Doble bukol ang inabot ng isang birthday boy makaraang masangkot sa banggaan ng sasakyan at mahulihan pa ng iligal na droga kahapon.,Batay sa nakalap na ulat ng Abante sa ­Noveleta Municipal ­Police Station, galing ng Cavite City ang suspek na si Charles Ernest Santos at patungo ng Las Piñas City nang aksidenteng makabanggaan ang passenger mini-bus sa Brgy. Magdiwang Noveleta, Cavite habang minamaneho ang kanyang Hyundai Accent.,Bunga nito’y rumes­ponde ang mga awtoridad ngunit sa hindi inaasahan ay nakumpiska sa loob ng kotse ang isang ­plastic sachet ng ­marijuana at samu’t saring drug ­paraphernalia. Nabatid din na nakainom ng alak ang suspek nang maganap ang aksidente.,Sa himpilan ng pulisya ay inamin ng 35-­anyos na suspek sa harap ni S/Insp. Danny­ Yasay, na regalo sa kanya ang nakuhang marijuana at ginagamit umano niyang gamot pampatulog.,Gayunma’y hindi lumusot sa pulisya ang alibi at tutuluyang ­sampahan ng ­kaukulang kaso ang suspek.",,
4 EJK victims pa sa Bulacan,C,"Apat na katao pa ang pinakahuling biktima ng extrajudicial killing sa Bulacan makaraang magkakasunod na itumba ng mga hindi kilalang armadong kalalakihan sa magkakahiwalay na lugar sa bayan ng Paombong, Plaridel, San Rafael at San Jose del Monte City, Bulacan kamakalawa.,Kabilang sa mga biktima ay nakilalang sina Rolando Lacson, 52 at Jayson Pineda, 26, kapwa ng Barangay Banga 2nd, Plaridel, Romalito Vasallo, 51, ng Barangay Diliman, San Rafael at Francis Giron, 41, welder ng Barangay Muzon, San Jose del Monte City.,Ang mga biktima na isinangkot sa iligal na droga ay pawang nagtamo ng mga tama ng bala sa kanilang katawan matapos itumba ng mga hindi kilalang armadong riding-in-tandem na nagpataas pa sa bilang ng mga biktima ng EJK sa Bulacan mula Hulyo 1 na umabot na sa halos 200 ang bilang ng naitumba.",,
"Live-in pinasok, binaril ng tandem",C,"Patay ang isang la­laki habang agaw-buhay ngayon sa pagamutan ang kanyang kinakasama nang pasukin sa bahay at pagbabarilin ng hindi pa nakikilalang riding-in-tandem dakong alas-8:17 kamakalawa ng gabi sa Marikina City.,Kinilala ang mag-live in partner na sina Crisanto Rubio, 46 at Annie Bosis, 44, kapwa residente ng No. 23 Violet St., corner Camachile, Purok 5, Brgy. Malanday, Marikina City.,Si Rubio ay hindi na umabot ng buhay sa Amang Rodriguez Medical Center dahil sa tatlong tama ng bala ng hindi pa batid na kalibre ng baril sa ulo at katawan habang si Bosis ay nananatili pang nasa kritikal na kondisyon sa nasabing pagamutan.,Sa imbestigasyon ng pulisya, dakong alas-8:17 ng gabi nang maganap ang papamaril sa mga biktima sa loob ng kanilang taha­nan sa Brgy. Malanday nang nasabing lungsod.,Lumabas pa sa report na nasa drug watchlist ang mga pangalan ng mag-live in sa pulisya.",,
Tauhan ng NBI dinampot sa pamamaril,C,"Inaresto ng mga ele­mento ng Lipa Component Police Station ang isang aktibong miyembro ng National Bureau of Investigation (NBI) matapos masangkot sa dalawang insidente ng pamamaril kamakalawa ng gabi sa Lipa City, Batangas.,Unang pinaulanan ng bala ng suspek na si Benjamin Japlit Jr. y Mercado, 54-anyos, nakatalaga sa NBI main office, Manila at taga-Brgy. Marauoy, Lipa City, Batangas, ang nakasabayan nitong Isuzu Wing Van (RHY-613) sa Star Tollway dakong alas-9:10 ng gabi.,Ayon kina Jenelito Padohinog, 27 at Benjamin Casimiro, 30, drayber at pahinante ng van, nag-overtake sa kanila ang itim na Toyota Vios (VEX 838) ng suspek at pinagbabaril sila ng pitong beses sa hindi malamang kadahilanan, kaya’t agad silang nagtungo sa Lipa CPS at nagreklamo.,Makalipas ang ilang minuto ay muling nasangkot sa krimen ang suspek, matapos umuwi ng bahay at inalalayan pa ng kapitbahay niyang si Ellis Roy delos Reyes sa pagparada ng sasakyan, ngunit hindi ito nagustuhan ng lasing na suspek at binaril ng dalawang ulit ang nakatakbong biktima.,Nakapagtago sa bahay si Ellis ngunit pinaulanan pa rin ito ng bala ng suspek.",,
Adik nang-hostage ng sanggol,C,"Patung-patong na kaso ang kinakaharap ngayon ng isang drug suspect sa Iloilo matapos i-hostage ang anim na buwang sanggol sa loob ng presinto.,Ayon kay Chief Insp. Hoover Antonio, ng San Isidro Police, pinopro­seso na ang asunto laban­ sa suspek na si Rusty Jablo­ ng Cubay, Iloilo.,Kasong serious Illegal detention at paglabag­ sa special protection of children against abuse exploitation and discrimination act ang kasong kahaharapin ng suspek.,Kaagad nakipag-­ugnayan si Antonio kay Supt. Jacinto sa Criminal­ Investigation and Detection group (CIDG)-6 at nalaman na nakatakbo itong si Jablo sa raid ng CIDG noong November 4 sa Desamparados, Jaro, Iloilo.,Nagtago ito sa bahay ng kanyang pinsan sa VS Homes, San Isidro nitong­ lungsod ngunit na-trace sa clocking history na ­ginawa ng pulisya.,Una rito, halos isang oras na hinostage ni Jablo­ ang sanggol at hinihingi ang presensya ng media kaya nagdesisyon itong si Antonio na magpakilalang media at doon nakumbinse na ibigay ang sanggol.,Biglang hinablot ng suspek ang sanggol habang karga ng kanyang ina at itinakbo sa presinto­ sabay hingi ng saklolo matapos barilin umano ng riding-in-tandem ang kanyang kapatid doon sa Iloilo.",,
2 pang pusher itinumba,C,"Dalawa pang armadong drug pusher sa Bulacan kabilang ng isang kubrador ng Small Town Lottery (STL) ang napatay makaraang manlaban sa magkahiwalay na buy-bust operation ng awtoridad sa bayan ng Sta. Maria at Baliwag, Bulacan kamakalawa ng gabi at kahapon ng madaling-araw.,Kinilala ni PS/Supt. Romeo M. Caramat Jr., acting Bulacan police director, ang mga napatay na sina Carlo Caliwan Jr., alyas Boy, kubrador ng STL at nakatira sa Sandico St., Sitio Tabing-Ilog, Brgy. Poblacion, Sta. Maria at isang alyas Boyet Maskara ng Brgy. Concepcion, Baliwag na kapwa nasawi bunga ng tama ng bala sa kanilang katawan.,Bandang alas-10:20 ng gabi nang  mapaslang si  Caliwan habang 12:25 ng madaling-araw naman si  Boyet Maskara sa magkahiwalay na drug operations.",,
30 patay sa kasalan,C,"Patay ang 30 na katao habang nasa 30 pa ang sugatan kabilang ang isang bagong kasal matapos ang ginawang suicide bombing sa isang kasalan sa Ramadi, Iraqi.,Sa ulat ng AFP, pinasabog ng hindi nakilalang suspek ang sinasakyan nitong kotse habang nagaganap ang isang kasalan sa bayan ng Amriyat al-Fallujah, sa Anbar province.,Sinasabing nagulat na lamang ang mga bisita nang biglang sumulpot ang isang kotse kung saan ilang sandali pa ang bigla itong sumambulat.,Wala pa namang umaako sa nasabing pag-atake kung saan pinaniniwalaang ang teroristang Islamic State (IS) ang nasa likod nito.,Ang pag-atake ay tatlong araw matapos ang kambal na pagsabog sa siyudad ng Fallujah, sa Hilagang-Kanluran ng Amriyat al-Fallujah na ikinasawi ng 16-katao.",,
Anak na babae nasaksak ng ama,C,"— Nasaksak ng isang ama ang sariling anak na babae na dapat sana ay sa asawa, sa kalagitnaan ng kanilang away kahapon ng madaling-araw sa bayan ng Dumalinao sa Zamboanga del Sur.,Nakilala ang ama na si Promencio Anghad, 57 at nagtangka pa itong magpakamatay sa pamamagitan ng pag-inom ng lason­ nang makitang ­duguan ang 4-anyos na babaeng anak.,Hindi naman nasuga­tan ang asawang si Daisy­ at ayon sa pulisya ay parehong nasa pagamutan ang mag-ama. Nasa kritikal na kondisyon ang ama dahil sa pag-inom nito ng lason.,Nabatid na selos ang pinagmulan ng away ng mag-asawa sa loob mismo­ ng kanilang bahay sa Barangay Paglaum.,Dalawang sugat sa katawan ang tinamo ng bata, ayon sa pahayag ng pulisya. Nahaharap naman sa kaso ngayon si Promencio dahil sa pagkakasaksak nito sa anak.",,
"Bulag na pusher, 1 pa dedo sa drug ops",C,"Nasawi ang isang lalaki­ na bulag ang isang mata­ matapos manlaban sa mga tauhan ng Manila Police District (MPD) -Police Station 6, habang naaresto­ naman ang apat na kataong­ pinaghihinalaang­ drug user,­ kahapon ng ­madaling-araw sa Sta. Ana, Maynila.,Sa imbestigasyon ni SPO2 John Duran, ng Manila Police District-homicide section, naisugod pa sa Sta. Ana Hospital, ang suspek na si Dian­ Ursua, alyas ‘Bulag’­ at taga-2913 Tejeron St. Sta. Ana, Maynila.,Habang iniimbestigahan naman sa nabaggit na himpilan ng pulisya ang mga naarestong sina Salvacion Nuqui, alyas ‘Gemma’, 43; Zaldy Roy Dehilo, alyas ‘Duroy’, 45; Ronald Bongabong, alyas ‘Roy’, 32; at Kathleen Cabagnoy, pawang taga Sta. Ana, Maynila.,Naganap umano ang insidente dakong alas-12:05 ng madaling-araw sa loob ng bahay ni Ursua, nang magkasa ng buy-bust ope­ration sina PC/Insp. Dennies Gimena.,Tinangka umano nitong barilin si PO1 Pius Owen Canlas pero naunahan siya ng pulis.,Samantala, napatay din nang manlaban ang isa pang drug pusher na si Arnel Baloca, 52 at taga-742 H Benita St. Gagalangin, Tondo, Maynila  nang tangkaing manlaban ito sa mga pulis.",,
"Mag-live in, dinakma sa pagpatay ng kaanak",C,"Hindi nag-aksaya ng panahon ang mga elemento ng Amadeo Municipal Police Station sa Cavite, matapos arestuhin ang mag-live in na itinuturong responsable sa pagpatay sa kanilang kaanak, sa krimeng nadiskubre noong Enero ng kasalukuyang taon.,Sa panayam ng Abante kay C/Insp. Dhefry Punzalan, hepe ng Amadeo MPS, nabatid na dinakip sina Christopher Amon y Vergara 39-anyos at Eloisa Bayot y Gelacio, 42-anyos sa pinaglunggaan ng mga ito sa Brgy. Tubuan 1, Silang, Cavite, dakong alas-4:30 ng hapon kamakalawa.,Ang mga suspek ang itinuturong responsable sa pagkawala ng mga kaanak nilang biktima na sina Eleuterio Bayot at Maria Victoria Bayot noong Setyembre ng nakalipas na taon, na tanging ang Toyota Fortuner ng mag- asawa na may mga tama ng bala ang narekober ng pulisya.,Makalipas ang apat na buwan ay nahukay ang labi ng mag-asawa sa isang pineapple plantation sa Amadeo, Cavite sa tulong ng isang testigo. Nabatid rin na awayan sa partehan ng lupa at pagbebentahan nito ang ugat sa nasabing krimen.",,
3 patay sa pamamaril,C,"Tatlong katao ang nasawi habang isa pa ang malubha sa naganap na insidente ng pamamaril na kinasasangkutan ng riding-in-tandem sa magkahiwalay na lugar sa Butuan City.,Sa unang insidente bandang alas-11:15 ng gabi sa Purok 5, Barangay Maon, patay ang isang Romeo Palen, 41, dahil sa tinamong dalawang tama ng punglo sa dibdib at likod habang sugatan ang kasama nitong si Ian Busico Montilla, 30, kapwa residente ng nasabing lugar.,Ganap na alas-11:40 ng gabi sa Purok Pa­naghiusa, Brgy. Agusan Pequenio, pinagbabaril at patay naman sina Nata­niel Rollorata Quinkie, 37, binata, at Reynan Abay-abay Soriano habang sila ay nag-iinuman.,May teorya ang pulisya na posibleng may kinalaman sa iligal na droga ang pamamaril sa mga ito dahil may impormasyon na dati nang nasangkot sa iligal na droga ang mga biktima.",,
Ginang tinarget sa ulo,C,"Malupit na kamatayan ang sinapit ng isang 52-anyos na ina ng taha­nan sa kamay ng hindi pa kilalang suspek na ri­ding-in-tandem criminals na armado ng kalibre .45 na baril makaraang pagbabarilin ang biktima sa ulo at mukha sa hindi pa malamang kadahilanan sa Quezon City, kamakalawa ng gabi.,Dead on the spot sa lugar ng pinangyarihan sanhi ng mga tinamong tama ng bala ng kalibre ­.45 na baril sa kanyang ulo, mukha at kaliwang sentido ang biktima na nakilalang si Ma. Teresa Pastrana y Florendo, resi­dente ng Brgy. Commonwealth ng nasabing lungsod.,Ayon kay PO3 Jim Barayoga, ng Criminal Investigation Detection Unit (CIDU) dakong alas-6:30 ng gabi nang mangyari ang krimen sa kahabaan ng Poinsettia St., Brgy. Commonwealth habang ang biktima ay nakaupo umano sa gutter sa gilid ng kalsada.,Base sa pahayag ng 12-anyos na anak ng biktima na si Sophia Pastrana, nakita nito ang dalawang suspek na sakay ng motorsiklo at isa dito na armado ng baril ang lumapit sa kanyang ina at malapitan itong binaril sa ulo at mukha.",,
"Bokya sa sex, mister nagbaril",C,"Patay ang isang mister makaraang magbaril sa sentido nang tumangging makipagsiping ang kanyang misis sa Libacao, Aklan.,Duguan at wala nang buhay nang madatnan ng kanyang misis ang biktimang si Ernani Santiago, 33, residente ng Barangay Agmailig, Libacao.,Napag-alaman na galing sa isang okasyon ang biktima kasama ang misis na si Marialyn at bunsong anak nang ilang minuto matapos maka­pahinga ay nag-aya ang mister sa misis na magtalik sila pero mahigpit ang pagtanggi ng misis.,Dahil dito, tumahimik ang biktima at lumabas na lamang ng kuwarto na lingid sa kaalaman ng misis na nagdamdam ito hanggang magbaril sa sentido gamit ang .22 caliber magnum.,Nagsasagawa naman ng masusing im­bestigasyon ang pulisya upang matukoy kung may naganap na foul play sa nasabing insidente.",,
