title,category,content,,
5 studes nadale ng kemikal,,"Limang estudyante ng Pulo National High School ang isinugod sa ospital matapos makalanghap ng nakasusulasok na kemikal sa Brgy. Pulo, Cabuyao City, Laguna kamakalawa ng umaga.,Ilang mga residente rin ng lugar ang nakaramdam ng kahirapan sa paghinga at iba pang respiratory problems.,Sa pagsisiyasat, na­tuk­lasan na isang kulay orange na drum na itinapon sa isang bakanteng lote sa Porbes Compound ang pinanggali­ngan ng masangsang na amoy.,Inaalam pa ngayon ng mga awtoridad kung anong kemikal ang nasa loob ng drum at kung sino ang nagtapon ng naturang drum.",,
Suspek sa Mitzi Joy murder buhay pa,,"“Nang agaw ng baril sa loob ng police station kaya napatay ang suspek na si Alvin Delos Angeles,” ito ang mga kumalat na mensahe sa mga social networking sites kamakalawa patungkol sa naares­tong suspek sa chop-chop victim na si Mitzi Joy Balunsay, estudyante ng Cavite State University (CavSU).,Ayon sa kumalat na report, napaslang ang 20-anyos na suspek matapos agawin ang baril ng jailguard nang mapasandal ang huli sa selda ng una, batay pa rin sa kur­yenteng ulat, itinutok ng suspek ang baril sa kapwa preso, at ang sumunod na eksena ay naka­rinig umano ng sampung putok ng baril sa loob ng Indang Municipal Police Station (MPS).,Ngunit nang beripikahin ng Abante ang ulat ay napag-alaman na ­pawang mga gawa-gawa lamang ang mga pinakalat na balita, dahil ayon sa Indang MPS, buhay na buhay sa kulungan ang nag-iisang suspek sa pagpatay sa CavSU student.,Ipinaliwanag ng Indang Police na imposibleng mangyari ang mga pinakalat na balita dahil halos 24-oras na bantay sarado ang mga magulang at kaanak ng suspek sa loob at labas ng himpilan kung saan nakakulong si Delos Angeles.,Magugunitang naaresto si Delos Angeles isang araw matapos madiskubre sa Brgy. De Ocampo ang pinagputul-putol na bahagi ng katawan ng 2nd year Tou­rism student ng CavSU Main Campus na si Mitzi Joy, na isinilid sa sako ng bigas at kahon ng electric fan bago inabandona ng suspek sa Trece Martires City, Cavite.",,
Bangkay pa more nahukay,,"Marami pang kalansay ang nahuhukay ng mga awtoridad sa isang bakanteng gusali sa Islamic Center sa Quiapo, Maynila.,Kahapon, dalawa pang kalansay ang nakita sa ginagawang pag­huhukay ng mga tauhan ng PNP Crime Laboratory sa isang bahay sa Carlos Palanca St., Quiapo.,Nahihirapan ang mga awtoridad sa pagkuha sa mga kalansay na ibinaon sa unang palapag ng bahay dahil sa napakasikip na lugar.,Sinabi ni P/S Insp. Fernildo de Castro, hepe ng homicide section ng Manila Police District (MPD), posibleng aabot na sa sampung kalansay ang nakalibing sa nasabing lugar.,Sa kasalukuyan ay limang kalansay na ang isinilid sa sako na nailabas na ng mga awtoridad mula sa hinuhukay na mass grave.,Sinasabing ang kapatid ng napaslang na si da­ting Brgy. Chairman Faiz Macabato na si Shariff ang nakatira sa lugar.,Ayon naman kay Brgy. 648 Chairman Sultan Yusof Guinto, posibleng aabot sa mahigit 10 kalansay ang mahuhukay sa nasabing lugar dahilan sa hindi pa naiinspeksyon ang pader at semento.,Idinagdag pa ni Guinto na lungga ng mga da­ting tulak ng droga ang nasabing bahay simula noong 2014 bago ito ina­bandona noong 2015.",,
"May sakit na cancer, nag-suicide",,"Patay ang isang lala­king may edad na binata pa rin matapos na kitilin ang sariling buhay nang hindi na makayanan ang hirap na dinaranas sa pagdurusa sa sakit na cancer sa Lungsod ng Malabon kamakalawa ng hapon.,Sa ulat ng Malabon City Police – Homicide Section partikular na nina PO3 Rogel Gonzales at PO2 Aaron Blanco ay ganap umanong alas-singko ng hapon nang matagpuan ng kanyang nakababatang kapatid na si Rosita Ynieto, 55-an­yos, dalaga, ang kanyang kuya na si Romulo Emi­liano Ynieto, 58-anyos, binata, na nakabigti sa kahoy na nakausli sa may ilalim ng kanilang hagdan.,May iniwang suicide note ang biktima kung saan nakasaad dito ang paghingi nito ng tawad sa kanyang pamilya sa kanyang pagpapatiwakal dahil hindi na umano niya makaya ang sakit na dinaranas sa sakit na colon cancer.",,
LENI BINASTOS NG PALASYO,,"Hindi binoykot ni Vice President Leni Robredo ang unang Vin d’honneur ng administrasyon ni Pangulong Rodrigo Duterte kundi binawi ang unang imbitasyong ipinadala ng Office of the President na mistulang pambabastos na rin sa pangalawang pangulo.,Ito ang sagot ng tanggapan ni Robredo sa pamamagitan ng kanyang spokesperson na si Georgina Hernandez dahil tanging ang bise presidente ang top official ng gobyerno na wala sa unang Vin d’honneur ni Duterte kahapon sa Palasyo ng Malacañang.,“Our Office received an invitation to the Vin d’honneur via e-mail last December 28 (2016). On January 4, Malacañang called the Office to retract the invitation,” ani Hernandez.,Ikinatuwiran umano ng Palasyo ng Malacañang na limitado ang inimbitahan sa nasabing pagtitipon kasama ang mga Ambassador ng iba’t ibang bansa na nakatalaga sa Pilipinas.,Binigyan-diin pa ni presidential spokesperson Ernesto Abella matapos uriratin sa isyu, na karapatan ng Palasyo ng Malacañang kung sino ang gustong imbitahan at hindi sa mga pagtitipon.,“It is the prerogative of the Palace to invite those who they feel is needed to be there,” giit ni Abella.,Hindi na nagbigay ng karagdagang paha­yag ang OVP sa nasabing isyu.,Magugunita na noong Disyembre 5 ay nag-resign si Robredo sa gabinete ni Duterte matapos makatanggap ng text message na pinagbabawalan itong dumalo sa cabinet meeting simula sa nasabing petsa.",,
Aguirre No. 1 liar — De Lima,,"Tinawag pa rin ni Senator Leila de Lima si Justice Sec. Vitaliano Aguirre na numero unong sinungaling.,“Napaka-number one sinungaling talaga ‘yung Secretary of Justice na ‘yan. Dami na niyang kasinungali­ngan na sinasabi,” giit pa ni De Lima kasabay ng pagtanggi nito sa naunang pahayag ni Aguirre na tumuloy umano ang senadora nang magtungo ito sa Estados Unidos sa bahay ni Loida Nicolas-Lewis, isang Filipino-American philanthropist na kabilang sa itinuring na kasama sa sinasabing may planong patalsikin si Pangulong Rodrigo Duterte.,Kilala rin si Lewis na supporter ni Vice President Leni Robredo. Paglilinaw ni De Lima, nagtungo siya sa US para tumanggap ng award mula sa isang foreign policy at ang kanyang accommodation ay sinagot ng organizers kung kaya’t wala umanong katotohanan ang bintang ni Aguirre na sa bahay ni Lewis siya tumuloy.,“I went to the US to receive that award from the foreign policy. ‘Yung accommodation ko was care of the organizers,” ayon kay De Lima.",,
Reporter sinabon ni Trump,,"Sinabon ni ­incoming US-President elect Do­nald Trump ang CNN reporter bunsod sa umano’y pagpatol sa mga pekeng balita.,Sa ginawang ­media briefing, pinahiya ni Trump ang reporter ng CNN at ikinumpara sa Buzz Feed na basta na lamang naglalabas at pumapatol sa mga ma­ling balita nang walang kumpirmasyon.,“You are fake news,” sabi ni Trump kay CNN correspondent Jim Acosta.,Nilinaw naman ng CNN na walang katotohanan ang sinabi ng presi­dent-elect dahil ni minsan ay wala itong inilabas na anumang ba­lita na nagdidiin na may kinalaman si Trump sa panghihimasok ng Russia sa halalan ng US.,Samantala, sa kauna-unahang pagkakataon ay inamin ni Trump na naniniwala itong ang Russia ang nasa likod ng pag-hack sa mga Democratic computers bago ang halalan sa US.",,
"Tweet ni Obama, nag-trending",,"Umani ng libu-libung retweets ang Twitter post ni outgoing US President Barack Obama kasunod ng kanyang emosyonal na farewell speech sa Chicago.,Sa ulat, umani na ng 500,000 retweets ang naturang post ni Obama na itinuturing na pinaka-popular sa lahat ng kanyang tweets.,Sa post ni Obama sa kanyang Twitter account na @POTUS, nagpasa­lamat ito sa huling pagkakataon sa lahat ng mga naniwala at nagbigay ng suporta sa kanya hanggang sa dulo ng kanyang pamumuno sa US.,Ayon kay Twitter spokesman Nick ­Pacilio, naungusan pa nito ang naunang top tweet ni Obama na mensahe ­niya matapos lumabas ang ruling ng Supreme Court ukol sa gay marriage noong Hunyo 2015. Aabot sa 13 million ang followers ng Twitter account ni Obama na @POTUS habang ang kanyang personal account na @BarackObama ay mayroon namang 80 million followers.",,
Bangkay ng salvage victim natagpuan,,"TUBA, Benguet — Isa na namang bangkay ng lalaki na hinihinalang biktima ng summary exe­cution ang nakita sa Rocks Shield, Badiwan, Poblacion, ng ba­yang ito kamakalawa.,Ayon kay P/CInsp. Jim Helario, Chief of Police ng Tuba Muni­cipal Police Station, natagpuan ng isang minero ang naturang bangkay na nakagapos ang mga kamay sa likod at nakasuot ng itim na maong pants, sweatshirt at itim na rubber shoes.,Ayon kay P/Supt. Jaime Rodrigo Leal, Medi­co Legal Officer ng Scene of the Crime Ope­ratives (SOCO), nasa state of decomposition na ang bangkay na nagtamo ng tama ng baril sa kanyang dibdib, tiyan at likod.",,
Miss U sasalubungin ng protesta,,"Sasalubungin ng kilos protesta ng Gabriela ang pagho-host ng Pilipinas sa Miss Universe dahil bukod sa pang-aabuso umano ito sa mga kababaihan ay ipinantatakip ito ng gobyerno sa pangit na imahe ng bansa.,Sa press briefing sa Kamara kahapon, sinabi ni Gabriela partylist Rep. Arlene Brosas na dismayado ang mga ito dahil sa pagho-host ng Pilipinas sa nasabing beauty pageant ngayong taon partikular na sa Enero 30.,“Magpoprotesta kami para tutulan ang Miss Universe Pageant sa ating bansa. Ino-oppose po namin ang mga pageant and festivals that exploit women,” ani Brosas.,Sinabi ng mambabatas na ginagawang ‘commodity’ umano ang mga kababaihan sa mga ganitong pageant na hindi nila matanggap kaya tinututulan ng mga ito ang pagho-host ng Pilipinas.,“This is yet another attempt to package the Philippines as a lurid tourist destination for cheap, easily exploitable women. Sex tourism with human trafficking and prostitution is one of the deplorable downstream trades that afflicts poor countries that host international events such as major beauty pageants,” ayon pa sa lady solon.,Maliban dito, itinuturing umano ng Gabriela na ipinantatakip lamang ng gobyerno ang Miss Universe sa mga pangit na imahe ngayon ng Pilipinas tulad ng patuloy na pagdami ng mga biktima ng extrajudicial killings (EJK) at iba pang problema ng mga maliliit na mamamayan.",,
MARTIAL LAW ‘DI KAILANGAN,,"Mas tumaas ang bilang ng mga Pinoy na nagsasabing hindi kailangang magpatupad ng Martial Law ng gobyerno para solusyunan ang mga problema ng bansa, ayon sa latest na resulta ng Pulse Asia survey.,Kung pagbabasehan ang naging resulta ng Pulse Asia survey noong Setyembre 2016 ay lumalabas na nasa 64% ang nagsasabing hindi kaila­ngan ang Martial Law, at mas mataas ang resulta sa 4th quarter survey ng Pulse Asia na 74% nitong Disyembre.,Isinagawa ang survey noong nakaraang Dis­yembre 6 hanggang 11 na may 1,200 respondents at sinagot ang katanungang: “candidly speaking, it may be necessary now to have Martial Law to solve the many crises of the nation.”,Nasa 12% naman ang sang-ayon na ipatupad ang Martial Law habang 14% ang undecided. Pinakamaraming tutol na magpatupad ng Martial Law ay ang mga nasa National Capital Region, 81%.,May margin of error na +3% ang survey na may 95% confidence level.,Kung tatlo sa bawat apat na Pilipino ang ayaw nang ibalik ang Martial Law, isa itong indikasyon na inaayawan nila ang paraan ng pamumuno ni Pangulong Rodrigo Duterte, ayon sa isang senador.,“It’ a complete rejection of this type of leadership, that type of governance na masyadong nakakiling sa violence o nakakiling sa martial rule,” wika ni Sen. Paolo Benigno “Bam” Aquino IV.,Umaasa naman ang mga mambabatas na pakikinggan ni Pangulong Rodrigo Duterte ang posisyon ng sambayanang Filipino na kontra sa Martial Law.,“I hope the President listen to his people,” ani Magdalo partylist Rep. Gary Alejano ng Legitimate minority sa Kamara.,Ganito rin ang inaasahan ng mga kaalyado ni Duterte mula sa mga militanteng grupo sa Kamara at kalimutan na ng Pangulo ang kanyang plano, kung meron man, na ibalik ang Batas Militar sa bansa.,“Yung survey na ‘yan reflects ng sentiment of the people and as a leader, dapat pakinggan niya ang sentimyento ng mamamayan,” ayon naman kay Bayan Muna partylist Rep. Carlos Zarate.",,
‘Zero signal’ din sa Sinulog,,"Isinasapinal na ang pag­lagay ng signal jammer device sa darating na Sinulog Festival 2017 sa Cebu.,Ito ang kinumpirma ni Konsehal Dave Tumulak, ang Deputy Mayor for Police Matters at Committee Chairman on Peace and Order sa Cebu.,Ayon kay Tumulak, napagkasunduan na ito ng mga awtoridad at lokal na pamahalaan ng Cebu na una namang inaprubahan ng telecommunications company at inimbitahan na rin ang mga eksperto tungkol dito.,Gayunman, pag-uusapan pa kung anong oras ito ipatutupad at kung ­saang ruta.,Nilinaw naman ng konsehal na hindi apek­tado ang lugar na hindi madaraanan ng parada.,Samantala, sa nakatakdang pagpapairal ng signal jamming ay una nang inihayag ng Police Regional Office director Chief Supt. Noli Taliño na wala silang natatanggap na direktang banta sa terorismo sa lalawigan.,Dito hinikayat ni Taliño ang publiko na ‘wag basta-basta maniwala sa mga ikinakalat sa social media at mga text dahil tanging ang mga pulis ang makakapagkumpirma kung banta ng tero­rismo.",,
Taiwan binulabog ng China,,"Nagpadala ng mga fighter jets at barkong pandigma ang bansang Taiwan makaraang pumasok sa Taiwan Strait ang ilang barko ng China kabilang ang aircraft carrier na Liaoning sa nasabing lugar.,Sa ulat, sinabi ng Taiwan Defense Ministry nabulabog ang mga ito nang makumpirmang pinasok ng ­China ang kanilang air-defense identification zone (ADIZ).,Sinabi ni Defense Ministry spokesman Chen Chung-chi, ang pagpapadala ng Taiwan ng fighter jets at mga barkong pandigma ay para mag-­surveillance at makontrol umano ang pagdaan ng mga barko ng Beijing sa Taiwan Strait.,Tinugaygayan ng mga barko at eroplano ng ­Taiwan ang Chinese warships.,Nabatid na matensyon ngayon ang relasyon ng China at Taiwan bunsod ng pakikipag-usap ni ­Taiwan President Tsai Ing-wen kay U.S. President-elect ­Donald Trump na itinuturing na paglabag sa one China policy.",,
Laguna Lake overcrowded!,,"Overcrowded na sa mga fish cages at fish pens ang Laguna de Bay.,“Bagama’t normal ang aming panghuhuli sa ngayon, pero nababawasan ang fishing ground namin dahil sa mga illegal fish pens na itinatayo ng wala sa tamang pwesto”. Ito ang hinaing ni Aurelio Santiago, representative ng samahan ng maliliit na ­mangingisda sa Laguna de Bay na mayroon umanong 22 libong miyembro.,Ang 90,000-hectare (900-square-kilometer) na lawa napapalibutan ng mga bayan at lungsod ng lalawigan ng Laguna at Rizal ay ang pinakamalaking body of water sa buong bansa na halos 23 beses ang kalakihan sa capital city na Maynila.,Batay sa Section 51 of the Fisheries Code of the Philippines (Republic Act No. 8550), isinasaad na “hindi lalagpas sa 10 porsyento ng suitable water surface area ng lahat ng lawa at ilog ay inilalaan para sa aquaculture purposes katulad ng fish pens, fish cages at mga baklad.,Lumalabaas na ang kapasidad lamang ng Laguna lake na nakalaan para sa mga nabanggit na pampangisdaang paggamit ay 9,000 hektarya lamang.,Subalit sa pagdaan ng mga taon, ang area na nagagamit para sa mga fish pens at fish cages ay ­lumaki na sa 12,315.80, (as of June 30, 2016).",,
