title,category,content
"THE SOURCE: MAXINE, MALABONG MAGING ‘MISS U’…",E,"Cast member ng Viva Films’ Swipe si Bb. ­Pilipinas Universe 1982 ­Maria Isabel Lopez, isa sa mga kontro­bersyal na kandidata sa kasay­sayan ng Bb. Pilipinas. Si Isa­bel ang official representative ng ating bansa sa 31st Miss Universe na ginanap sa Lima, Peru noong July 26, 1982.,Gaya ni Miss Universe 1969 Gloria Diaz, naniniwala si ­Isa­bel na dapat gumamit ng interpreter si Maxine Medina, ang official delegate ng Pili­pinas sa 65th Miss Universe.,“Kung hindi naman confident ‘yung candidate natin na sumagot on her own, puwede ka naman gumamit ng interpreter.,“Ngayon, kung ma-eexpress mo ang sarili mo well in English then pwede naman.,“Wala pa naman tayong ­history na ang candidate is kumuha ng ­interpreter, in so many decades, winning major titles around the world. If ever, ngayon na lang.,“So if Maxine is not confident enough and she wants to get one, it’s really up to her. Wala naman batas na nagbaba­wal. I mean, ang dami naman title holders na ­Hispanic, ang salita nila with interpre­ter pero if you’re confident enough na masasagot mo ‘yung question, then you don’t need one. ‘Yun lang naman ‘yon.,“There’s nothing wrong if ­Ma­xine gets one but if you can get away with it without getting one, that’s better,” ang opinyon ni ­Isabel tungkol sa isyu ng paggamit ni Maxine ng interpreter.,“Well, sabi nga ni ­Gloria, it’s one in a million chance. That’s a very realistic point of view kasi alam mo naman ang pageants, ­parang lotto ‘yan.,“Kahit sabihin mo na ang ganda-ganda ng candidate natin, puwede ka pa rin na hindi mag-place kasi it all depends on the set of judges.,“So being the host country, alam na natin na lagi nilang binibigyan ng puwesto, kung host country ka, parang nasa Top 10 ka lang kasi host country, ‘di ba?,“Huwag naman nating sabihin na ‘O kaya lang naman nila ginawang ano ‘yan dahil host country tayo.’ No, Maxine naman is deserving to be in that Top 10,” ang mahaba na sagot ni Isabel nang tanungin tungkol sa tsansa ni Maxine na magkaroon ng puwesto sa 65th Miss Universe.,At any rate, tiniyak ni Isabel na manonood siya ng grand coronation ng Miss Universe sa Mall of Asia Arena sa darating na Lunes.,“Manonood ako kasi banned na nga ako sa Araneta Coliseum, hindi pa ako manonood sa Miss Universe?” ang sabi ni Isabel na matagal nang may feud kay Mrs. Stella Marquez de Araneta, ang founder ng Bb. Pilipinas Charities Inc.,Sa kabila ng hindi nila pagkakaunawaan ni Mrs. Araneta, tumatanaw si Isabel ng malaking utang na loob sa BPCI.,“Ako I have no regrets sa life ko. If I will have a second life, I would always want to be a beauty queen kasi I owe it a lot to my title.,“‘Yung mga na-achieve ko in my life, I owe it to the beauty title, no matter what how painful the experiences are, I owe it to Bb. Pilipinas Charities Inc.,“I became a better actress. I became a better person. I became a better artist so I would still want a title…” ani ng isa sa mga pinaka-witty at mata­lino na beauty queen na produkto ng Bb. Pilipinas."
"TALBOG!!!: PINOYS SA US, SUMAGUPA SA BAGYO PARA KAY ALDEN!",E,"Hindi naging sagabal ang bumabagyong gabi sa Los Angeles para dumugin at mapuno ang venue ng Sikat Ka Kapuso Abroad na kinabibilangan nina Alden Richards, Dennis Trillo, Tom Rodriguez, Jennylyn Mercado, Lovi Poe at Betong.,Marami sa dumagsa sa Long Beach ay fans ng Pambansang Bae na nagmula pa sa iba’t ibang parte ng Amerika. Sabi nga, mas ang show nina Alden ang pinaghandaan nila kesa sa inauguration ni US President Donald Trump na sa unang araw pa lang ng pag-upo niya ay protest rally agad ang sumalubong sa kanya, hindi lang sa Washington DC kundi sa iba’t ibang malalaking siyudad sa Amerika.,Nakita namin sa post ng mga fans na full pack ang venue sa Long Beach. Kaya naman full of energy ang mga artista habang inaaliw nila ang mga fans. Congratulations sa inyong lahat.,Pero, dahil tapos na ang show, kanya-kanya na silang lakad. Si Tom ay nag-extend para puntahan ang kanyang pamilya roon. At pinakita nga niya na sinagupa nila ang pagbuhos ng snow roon, at halatang aliw na aliw siya.,Sina Tom at Dennis naman, mega-pasyal na sa mga lugar doon. Nakakatuwa nga na happy na talaga sila. At tanggap talaga ng mga fans ang relasyon nila, ha, kahit magkaiba na ang mga projects nila, o iba na ang mga kapareha nila sa harap ng kamera.,Wala namang masama kung buntis nga si Kylie Padilla. Ito ay produkto ng dalawang nagmamahalan.,Nasa edad na rin naman ang sinasabing ama (Aljur Abrenica) ng batang dinadala ni Kylie at sigurado naman ako na handa nilang harapin ang pagiging magulang. Ito siguro ang hudyat kaya kailangan ni Amihan na isakripisyo ang buhay para isalba ang trono ng Lireo sa Encantadia.,Pero mas lalo pa kaming excited nang i-announce ng director ng top-rating telefantasya ng GMA Network na si Direk Mark Reyes na mas marami pa raw nakakagulat at kapanapanabik na kaganapan ang dapat nating abangan dahil sa mga revelations na magaganap dito.,“Nakakagulat. Masa-shock sila kasi there are characters, na simula pa lang ay nandun na, that will bid the show goodbye.,However, may mga bago ring characters na papasok like Amarro (Alfred Vargas).,The viewers should also expect that there is really a shocking revelation in Encantadia,” sabi ng mahusay na direktor.,Bago rumampa sa stage sa coronation night ng Miss Universe next Monday (Jan. 30), dumalaw muna ang ilan sa mga kandidata sa show ni Willie Revillame, ang Wowowin, kung saan ipalalabas ang episode na ‘yon sa Huwebes (Jan. 26).,Makikita nga sa show sina Croatia, Haiti, Cayman Islands, Curacao, Czech Republic, Bulgaria, Sweden, US Virgin Islands, Canada, Barbados and Norway.,Ayon sa aming source, masaya ang mga kandidata dahil sa warm welcome na natanggap nila mula sa Kapuso Network.,Patay na ang tsikang iiwanan na ni Kris Bernal ang GMA na nagpasikat sa kanya.,Puspusan na ang paghahanda ng Kapuso actress para sa kanyang upcoming drama project this year, ang remake ng 2007 GMA drama series na Impostora.,“Acting workshop Day 1 under Coach Anne Villegas. Excuse my face, napiga lahat ng emosyon ko,” ang caption ng kanyang post sa Instagram.,Nakatakdang mapanood ngayong taon ang serye na tungkol kay Nimfa, isang street vendor na papayag sumailalim sa facial reconstruction surgery para magkunwari bilang si Rosette, isang maganda at mayamang babae."
"JACKIE RICE, NILANDI-LANDI SI PIOLO PASCUAL!",E,"Dumagdag na rin si Jackie Rice sa mga babaeng nahahalina sa ­kakisigan ni Piolo Pascual. Hindi napigilan ng Kapuso actress ang sarili at ­naglandi talaga siya sa Kapamilya hunk actor, sa kanyang Instagram account. ­Ipinaramdam talaga niya ang malaki niyang crush kay Piolo.,Nag-post si Jackie ng photo niya na kasama si Piolo. Nakayakap siya sa braso ni Piolo, kaya dikit na dikit ang kalahati ng katawan ng aktres sa ­dibdib ng aktor.,Malalaman na sa talyer kinunan ang photo. Sinabi lang ni Jackie sa ­kanyang caption na nasa talyer nga sila. Ninanais ng aktres na laging ma-flat ang gulong ng kotse ni Piolo para palagi niya itong makikita.,“Papa P. #kiligtothebones, sana lagi ka ma-flat-an.”,Hindi pa nagkasya sa isang larawan nila ni Piolo si Jackie. Ni-repost niya uli ang parehong larawan na kuha sa kanilang dalawa ng sikat na singer-actor.,Sa second photo, naglandi na talaga si Jackie at parang ipini-prisinta niya ang sarili kay Piolo sa mensahe niyang ito. Nagpahiwatig si Jackie na ligawan sana siya o bigyang pansin siya nito lalo at wala nga siyang boyfriend ngayon.,“Papa P. single po ako!” sey ni Jackie."
“LIZA IS MY MISS U!” — ENRIQUE,E,"Wantusawa si Enrique Gil sa magagandang dilag sa pagdalo niya sa charity event ng Miss Universe. Makikita nga sa iba’t ibang IG accounts ang mga photos ni Enrique na kasama ang iba’t ibang kandidata mula sa iba’t ibang panig ng mundo, tulad ni Miss Costa Rica.,“With Miss Costa Rica. Dinner with the Miss Universe candidates tonight,” sey niya sa photo nila ni Miss Costa Rica.,Ka-join nga niya si Matteo Guidicelli sa event na ‘yon, na suporta nga raw nila sa pinakamalaking event ng ‘Pinas ngayong taon.,“Me and ma G @matteoguidicelli kingin tonight for the Miss Universe event for AIDS charity show love and support for this country and all over the world,” sey pa niya sa photo nila ni Matteo.,Pero siyempre, hindi pa rin kinalimutan ni Enrique ang Miss Universe ng buhay niya, ang leading lady niya sa My Ex & Whys, si Liza Soberano.,Sa Instagram account nga ni Ahwel Paz, makikita ang tsika niya tungkol sa posibilidad at pagpayag niya, o pagsuporta niya, na sumali rin si Liza sa Miss Universe balang araw.,“I will bet all my money in the world for her to join and she’s gonna win Miss Universe. Coz she’s like the sweetest girl, no pretentions. Whatever she says on the stage, is what she really is. So, I think, she is like the best candidate in Miss Universe. Well if not, she’s my Miss Universe,” buong tamis na tsika ni Enrique tungkol sa isa sa pinakamagandang babae sa buong mundo, si Liza nga.,Anyway, marami na ang naaliw sa trailer ng My Ex & Whys, lalo na sa eksena na parang ‘nagtitikiman’ silang dalawa, ha! At siyempre, bongga rin ang paghanga nila sa drama ng dalawa, lalo na sa eksenang tinatanong ni Liza kung pangit ba siya?,Eh, trailer pa lang ‘yon, sumasagot na ang mga fans, na HINDI pangit si Liza at malabong mangyari ‘yon. Na kung pangit pa si Liza, paano na raw ang iba? Na kung pangit si Liza, wala ng maganda!"
"CESAR, APEKTADO SA PINATAY NA KOREAN!",E,"Bilang Chief Operating Officer ng Tourism Promotions Board, apektado si Cesar Montano sa isyu ng pagpaslang noong October 2016 sa South Korean businessman na si Jee Ick Joo dahil ang mga Koreano ang may pinakamataas na bilang ng mga turista na bumibisita sa Pilipinas.,Pinatay si Jee Ick Joo sa loob ng Camp Crame at ito ang naging dahilan kaya nagkaroon ng panawagan na bumaba sa puwesto si PNP Chief Ronaldo dela Rosa na pinsan ni Cesar.,Si Cesar ang nanguna sa pormal na pagbubukas noong January 23 ng Intramuros Tourism Fiesta, ang fair na project ng Department of Tourism, Tourism Promotions Board, Intramuros Administration at ng Tourism Infrastructure  and Enterprise Zone Authority.,Ang pagpatay kay Jee Ick Joo ang isa sa mga itinanong kay Cesar na nagpahayag ng pagkabahala pero naniniwala siya na isolated case ang nangyari.,“Number one tourist arrivals are from Korea. Ako nga apektado as COO ng TPB. Ano ba mangyayari diyan? I don’t know what to say.,“Para sa akin, hindi dapat maa­pektuhan. Don’t get me wrong, hindi ko sinasabi na balewala ‘yung nangyari.,“Of course, it’s a national issue now pero hinihintay pa natin kung ano ang tunay na nangyari. Ano ba ‘yung nasa ilalim ng tunay na nangyari? We really do not know.,“‘Yung  mga bagay na ‘yan, nangyayari sa lahat ng bansa. ‘Yung iba, malala pa nga ‘yung nangyayari pero hindi ibig sabihin, delikado nang pumunta sa Pilipinas.,“No, definitely not. Kita n’yo naman, nandito ang mga kandidata ng Miss Universe na safe at nag-e-enjoy sila,” ang sabi ni Cesar na confident na mapapansin uli sa mapa ang Pilipinas dahil dito magaganap ang grand coronation ng 65th Miss Universe sa January 30, 2017.,Totoo ang sinabi ni Cesar na mara­ming mga Koreano ang bumibisita at nagbabakasyon sa ating bansa. Mga Koreano ang karamihan sa mga tu­rista na nakita namin na naglalakad sa Intramuros at nagpapakuha ng litrato sa harap at loob ng Manila Cathedral.,Panira lang sa sight seeing ng mga turista ang mga batang Pinoy na naka­yapak at pinupuwersa ang mga dayuhan na bigyan sila ng limos.,Nakarating kay Cesar ang mga kuwento tungkol sa harassment na nararanasan ng mga turista mula sa mga paslit na bata. Ayon kay Cesar, binibigyan nila ng atensyon ang naturang problema.,“Yan ang inaayos namin. Siyempre, under ‘yan sa LGU. Hintayin natin ang ginagawa ni Mayor Erap Estrada para maiwasan ‘yung mga bagay na ‘yan,” ang sabi ni Cesar na hindi sinasaklawan ang kapangyarihan ng mga namumuno sa Maynila."
“BE PROUD!” — KYLIE,E,"“Whichever you are. Be proud!” ‘yan ang caption ni Kylie Padilla kahapon sa photo collage ng iba’t ibang hugis ng babae.,Siyempre, umulan na naman ng katakut-takot na tanong tungkol sa pagbubuntis niya. At umulan din ng comments, na sayang, dahil kung kailan pa gumaganda na raw ang career ni Kylie, doon pa nangyari ito.,Pero siyempre, suportado pa rin nila ang kanilang idolo., ,Ang bongga lang ng karakter ni Miss Gloria Romero sa Meant To Be, ha! Millennial granny, o feeling bagets na lowla, ang da­ting niya. Tipong outfit pa lang, sosyalin na, with matching headphones, na nakikinig sa pam-bagets na music, at sumasabay sa beat ang katawan, ha!,At ang pinaka-bongga sa lahat, aktibo sa social media, at knows gamitin ang selfie at hashtag, ha!,Anyway, iba talaga ang kilig na dala ng Meant To Be stars na sina Barbie Forteza, Ken Chan, Jak Roberto, Addy Raj, Ivan Dorschner, at Mika dela Cruz. Kahit saan kasi sila magpunta, talagang tinitili­an sila ng fans.,Tulad na lang nung nangyari sa Kapuso Mall Show nila sa Robinsons Place Iloilo last Saturday for the Dinagyang Festival. Hindi na nga magkarinigan doon dahil sa napakalakas na tilian at sigawan ng mga fans during the said mall show.,Ganun din ang eksena sa Cebu 2-weeks ago nang makisaya naman sila sa Sinulog Festival.,Pleasant surprise nga raw `yon na sobrang init ang pagtanggap ng mga fans sa kanila sa iba’t ibang lugar na puntahan nila. Eh, kasisimula pa nga lang nila, at siguradong mas dadami pa ang kikiligin sa mga susunod na episodes.,Kaya naman hindi na kataka-taka na winner din ang nasabing Kapuso show pagdating sa ratings gabi-gabi!,Lalo na siguro sa episode last Monday night, na kung saan, narinig ng karakter ni Ms. Gloria, na ‘pinagsabay-sabay’ ni Barbie ang mga apat na boys, ha! Ang feeling ng Lola mo, nagbigay aliw ang dalaga sa apat na boys.,Aliw din ang eksena nina Manilyn Reynes at Keempee de Leon, na nagsiping na, ha! Pero, ayaw umamin ni Manilyn sa nangyari sa kanila ni Keempee. Pero, pipigilan nga ni Sheryl Cruz ang pagbabalikan ng dalawa.,This week ay mas lalong kikiligin ang lo­yal viewers ng serye dahil nagsisimula ng magkaroon ng magandang pagsasamahan si Billie (Barbie Forteza) with her four leading men na sina Yuan (Ken Chan), Ethan (Ivan Dorschner), Jai (Addy Raj) at Andoy (Jak Roberto). Sino sa kanila ang u­nang magkakagusto kay B­illie at sino naman ang u­nang magugustuhan ni B­illie?"
"OH LABAN KA?!: HEART, ‘DI NAGPAKABOG SA ‘RAMPAHAN’ SA PARIS!",E,"Nagliliwaliw na naman si Heart Evangelista sa ­Pa­ris at sa pagkakataong ito hindi nagpakabog ang ­Kapuso star na makipagsabayan ng outfit sa mga fashionista ng kilalang fashion capital sa buong mundo.,Naka-post sa kanyang Instagram account ang mga photo shots niya sa ilang mga lugar sa Paris. At mas fashionista ang dating niya ngayon na animo ay isang modelo roon ang dating niya.,Nag-post si Heart ng all-black winter outfit ensemble, with matching knee-length boots sa gitna ng kalye sa Paris.  Siyempre, bitbit pa rin ni Heart ang isa sa mga koleksyon niya ng paboritong bag brand na Hermes.,Parang model sa Vogue magazine ang pagpu-pose ni Heart sa photo, na ikinabaliw rin sa tuwa ng ­kanyang mga fans.,Ang isang outfit naman ni Heart ay kuha sa isang malaking blue painted na malaking pintuan. Jamsuit ang pagkaka-design ng suot ni Heart na ang pang-itaas ay turtle neck shirt.,Naloka ang mga fans dahil parang isang fashion suit ang pagkaka-pose ng aktres sa mga larawan niya na ang iba ay kasama niya ang mga friends at ­designer ng mga damit na isinusuot niya.,Parang ginagawang Quiapo-­Divisoria lang ang pagbisita ni Heart sa Paris. Late last year lang nu’ng pumunta siya sa ­Pa­ris kasama ang ina, kapatid at iba pang mga friends.,Ngayon naman ay bumalik ang aktres para manood ng mga fashion shows at makipagsosyalan sa mga fashion elite ng Paris.,Pinoste ni Heart ang invitation sa kanya para sa Schia­parelli runway show roon at ang invitation din para sa show ng Dolce & Gabbana.,VIP ang turing kay Heart sa mga shows na pinupuntahan niya dahil iilang attendees lang ang naimbitahan para dito, kabilang nga ang drama actress.,At sa ikalawang pagkakataon may photo-op uli si Heart sa isa sa mga brand executive ng Hermes na si Michael Coste FR."
"MIKA, MASAYA KAHIT KONTRABIDA SA GMA!",E,"Eleven years na artista ng Kapamilya network si Mika dela Cruz. Isa siya sa mga in-demand na child stars sa naturang network. Pero ngayon ay Kapuso na siya.,“Sabi ng ate ko (Angelika dela Cruz) magaling mag-alaga ang GMA, mabait sila sa mga artista nila, ma-a-appreciate nila ‘yung talent ko so try mo roon. Sabi niya mag-e-enjoy ka rin.,“Actually kasi mana­ger ni Ate po si Tito Perry (Lansigan). Sabi niya doon ka kay Perry mabait ‘yon tapos sa GMA Artist Center maalaga sila,” sey ni Mika.,Hindi na raw nagdalawang-isip si Mika at pumirma na siya with GMA 7.,“Nakikita ko naman po kung paano sila rito sa GMA. I trust my ate and I trust her decisions at saka decision ko rin naman po ito.,“Nafi-feel ko ‘yung pag-aalaga nila, sa hand­lers ko pa lang, sa mana­gers ko pa lang, nafi-feel ko ‘yung pag-aasikaso.,“Napapa-feel nila sa ‘yo na you are valued, you are important kahit kontrabida ako rito.,“Walang discrimination, walang pressure” ngiti pa niya., Natuwa pa si Mika nang malaman niya na si Barbie ang magiging bida ng Meant To Be.,Matagal na raw silang magkaibigan ni Barbie dahil naging magkapatid na sila sa pelikulang Ang Darling Kong Aswang noong 2009.,“Parang reunion po namin ni Barbie. Pareho pa kaming mga bata noon at si Bossing Vic Sotto ang tatay namin sa movie.,“Nakakatuwa lang kasi ngayon kontrabida pa niya ako sa Meant To Be,” sambit pa ni Mika."
"DERRICK, MAS KATAKAM-TAKAM SA MGA BEKI, GIRLS NGAYON!",E,"Nakaka-in love talaga ang tinaguriang Tsuperhero ng bansa na si Derrick Mo­nasterio. Kahit anong anggulo yata ng kanyang mukha ay nakaka-attract.,Kahit na naka-wacky, talagang makukuha niya ang attention mo. Sa recent post nga niya sa kanyang Instagram kung saan kasama niya ang co-star na si Bea Binene, makikita na kahit ito ay kinikilig sa co-actor. In fact, marami sa kanyang female followers ang pinakilig ni Derrick sa mga posts nito sa photo-sharing app.,Eh, ang ganda pa ng katawan ni Derrick, lalo na kapag suot na niya ang costume ng Tsuperhero, kaya mas lalo siyang katakam-takam, hindi lang sa mga babae, kundi lalo na sa mga badikla!,Samantala, sa Tsuperhero ngayong gabi, may mga zombie sa palengke! ‘Yan ang bali­tang nakarating kay Nonoy kaya naman bigla siyang nag-transform at naging Tsuperhero!, Laking gulat niya nang makitang si Ricky (Rodjun Cruz) at mga kabarkada nitong mga kargador ang mga zombie.,Nu’ng isang araw lang ay kalaro niya ang mga ito ng basketball at parang pumapapel pa kay Eva (Bea Binene).  Kinukulit naman ni Aling Martha (Alma Moreno) kung nililigawan na nga ba ni Nonoy si Eva. Ang sabi naman ni Nonoy kay Eva, payag siyang ligawan ang dalaga. Kaya lang ang dalaga, ayaw kay Nonoy dahil ang gusto niya si Tsuperhero!,Sa gitna ng gulo sa palengke, nakuha pa ni Mang Pedi (Philip Lazaro) na manligaw kay Aling Gloria (Katrina Halili), ang tindera ng isda na suki si Aling Martha! Pero mukhang may karibal si Mang Pedi, si Mang Philip (Kim Idol), isang maangas na jeepney driver.,Samantala, nalaman naman ni Sgt. Cruz na ang dahilan sa pagiging Zombie nina Ricky — toxic waste na mula sa isang container van. Sa tulong ni Tsuperhero, susubukan nilang ibalik sa dati sina Ricky kaya lang mukhang may kakaibang lakas at galaw ang mga binatang ­zombie!"
"KAPAL NG MUKHA MO, RYZA!",E,"Imbes na ikabahala ni Ryza Cenon na dumarami ang bashers niya sa social media dahil sa role niya sa teleserye na Ika-6 Na Utos, ikinatutuwa pa niya ito dahil ibig sabihin ay sinusubaybayan ng marami ang kanilang teleserye.,Ginagampanan ni Ryza ang papel na Georgia, ang babaeng magi­ging kabit ni Rome (Gabby Concepcion) at sanhi ng pagkamiserable ni Emma (Sunshine Dizon).,Ayon pa kay Ryza ay nakakatanggap siya ng mga hate messa­ges sa kanyang mga social media accounts at nai-share pa ng aktres ang ilan sa mga mensaheng ito.,“Hindi ako nagagalit kasi ibig sabihin effective ako na kabit!” tawa pa ni Ryza.,“Heto ‘yung isa sa message, ‘Hay nako nakakagigil ka talaga babae ka!! Sana mangyari sa totoong buhay mo na ‘yung asawa mo o boyfriend mo maghanap ng mas mahigit sa ‘yo.,Tingnan ko lang kung ano gagawin mo sa babae nun! Kapal ng mukha mo!’”,Nag-post sa kanyang Instagram si Ryza bilang pasasalamat sa mga naiinis sa kanyang pagganap bilang isang kabit.,“Naku po! Salamat sa pagsubaybay. Lagi kayong manood dahil marami pang mangyayari sa #ika6nautos. Good Morning!” caption pa ni Ryza Cenon."
"PAALAM, TJ AT JOANNA…",E,"Parehong sad sina Lovi Poe at Tom Rodriguez sa pagtatapos ng Someone To Watch Over Me ngayong gabi sa GMA 7. Para kay Tom, sobrang challenging at babalik-balikan talaga niya ang mga eksena na ginawa niya sa teleserye nila nina Lovi at Max Collins.,“Challenging talaga… Actually every role naman that’s been given to me, I felt challenged din one way or another. Ang masasabi ko lang talaga ito ‘yung pinaka-physically, emotionally, and, I’ve learned so much on this project.,“May isa kaming eksena na kinunan ni Lovi, bigla kong na-realize doon na bumilib ako lalo sa character ni Joanna. Sabi ko, “Wow, does a person like this actually exist in real life? What a woman.” Grabe, ‘yung character because napaka-selfless and napakakawawa.,Ano ang feeling na natapos na ang serye niyo?,“I’m very happy with the treatment. Simpleng-simple pero tagos sa puso…”,Tinanggap ng manonood ang kuwento niyo…,“Sobrang happy ako na binuksan ng mga tao ang minds nila to this type of illness. Mabibigla ka na may ganito palang klase, na “grabe, ba’t hindi nababalita?” “Ba’t hindi man lang napapalabas?” “Ba’t ngayon ko lang ‘to narinig?”,Ano ang pinaka memorable na scene mo?,“Ang daming mga eksena. Pero, the recent one na nakunan namin na nung binabasa ko palang siya sa script, sabi ko, “Wow, it was written so perfectly.” Ang sakit sa puso, binabasa ko palang, nung… nag-progress na ‘yung sakit ni TJ, and I really… ‘yung severe stage…”,Ano ang mami-miss mo?,“Lahat, ‘yung bonding… lalo na ‘yung mga eksena na kaila­ngan stow it na ko, wala nakong naaalala tapos kailangan i-detach mo ‘yung sarili mo talaga sa eksena kasi ‘pag naaalala mo ‘yung pinagdaan ng lahat ng character, makikita mo si Lovi, umiiyak siya na si Joanna, nagpa-flashback ‘yung mga eksena niyo, with Joshua, with the family…”,Si Lovi Poe man ay marami raw mami-miss sa Someone To Watch Over Me…,“Marami akong mami-miss. I’m gonna miss everybody at saka ‘yung role ko rin. Sabi ko nga, kailangan ko na rin mag-sign off ng masyadong masakit… kasi minsan pagkauwi ko sa house, malungkot pa rin ako. Nadadala ko ‘yung character.,Ano ang pinakamasakit na eksena for you?,“Oh my God… and dami. Iba’t ibang level ng pain, eh. May mga certain weeks kunyari, may mga weeks na magpapahinga ko from crying pero ‘pag may mga weeks na talagang tuluy-tuloy.,“Siguro ‘yung first is finding out that my husband has Alzheimer’s. Second, is parang naaalala niya ‘yung ex niya, hindi ko matanggap… parang hindi ko ma-swallow na talagang ‘yun pala ‘yung nangyayari, naaalala niya ‘yung past niya.”,Pero, natuyuan ka raw ng luha rito? Anong ginagawa mo?,“Tubig. Tubig nang tubig. Hindi ko alam, eh… I think, kasi minsan magi-effort ka talaga. May mga araw talaga na… but then, like this one, siguro dahil sobrang attached po ko sa character ko, hindi na po ko nagi-effort masyado.,“This is the most painful role that I have ever portrayed. Parang kahit 10 years in the business, I have been doing drama pero it wasn’t, it was never this painful.”"
"‘ANG BABAIT…’ NG ABS, PASOK SA ‘12 SONGS OF CHRISTMAS! SA BUONG MUNDO’",E,"Tinanghal na isa sa “12 Songs of Christmas (from all around the world)” ang Christmas theme song ng ABS-CBN noong 2014 na “Thank You Ang Babait Ninyo” ng website na Aleteia.org, isang pandaigdigang network para sa mga Katoliko.,Napili ang kantang inawit ng mga finalist ng “The Voice Kids Philippines Season 1” kasama ng iba pang awiting pam-Pasko mula sa mga bansang Spain, Finland, Ireland, Lebanon, Venezuela, Italy, France, USA, Poland, Nigeria, at England.,Ayon kay Matthew Becklo, ang cultural commentator ng Aleteia na gumawa ng listahan, ang kanta ay masayahin at may mensahe ng pagpapakumbaba, pag-asa, at pagpapasalamat sa kanyang post sa website noong nakaraang 23 Dec. 2016.,Isinulat ang “Thank You Ang Babait Ninyo” ni ABS-CBN Creative Communications Management (CCM) head Robert Labayen kasama sina Lloyd Oliver Corpuz at Love Rose de Leon ng CCM, at nilapatan ng musika nina Amber at Marcus Davis. Binigyang buhay ito nina Lyca Gairanod, Darren Espanto, Juan Karlos Labajo, at Darlene Vibares. Ang proyekto ay pinangunahan ni Johnny de los Santos, na bahagi rin ng CCM.,Dahil sa mensahe nitong pagbibigay ng pasasalamat sa mga taong tumulong at nagdala ng inspirasyon sa ating mga buhay, agad naging viral ang kanta noong lumabas ito sa YouTube noong 2014. Sa ngayon, humakot na ito ng higit sa 17 million views sa YouTube ayon sa datos noong January 2016, habang ang ABS-CBN 2014 Christmas Station ID naman, kung saan gamit ang kanta, ay may lagpas 2.5 million views na rin.,Bago ang pagkilala mula sa Aleteia, nanomina naman ang “Thank You for the Love” 2015 Christmas Station ID ng ABS-CBN bilang “Most Popular Video of the Philippines” sa 2016 WebTVAsia Awards.,Ibinabahagi ng ABS-CBN ang mga tagumpay na ito sa pamilyang Pilipino sa buong mundo, na ginawang parte na ang Kapamilya network ng kanilang mga buhay, at isinama na ang Christmas Station IDs sa kanilang tradisyon tuwing Pasko."
"HEART, BINANATAN SA KAMPANYA VS. ‘ANIMAL CRUELTY’!",E,"Binanatan si Heart Evangelista ng ilang followers niya dahil sa kampanya niya laban sa animal cruelty. Mainit na isyu ngayon ang eksenang pagpatay sa aso sa MMFF 2016 movie entry na Oro.,Nakiisa nga si Heart sa pagpapalaganap sa pagtutol sa ginawa sa nasabing movie sa pagpatay sa aso. Ni-repost ni Heart ang larawan ng aso na kuha sa eksena sa Oro at ang statement ng PAWS Philippines na kumukondena sa pagpaslang.,Sa huli ng statement, naghayag pa si Heart ng nararamdaman niya sa controversy. Ikalawang post na raw niya ito tungkol sa isyu.,“Nakakahiya at nakakagalit a life is a life and should never be trivialized for the sake of art or what have you.  Such a shame—(this will be my 2nd post about this).”,Marami ang sumang-ayon sa panawagan ni Heart.  May nagmura pa sa galit nang malaman ang isyu. Marami rin ang humanga sa malasakit na ipinaramdam ni Heart.,Pero, may mga hindi kumbinsido sa advocacy ni Heart at binanatan ang Kapuso star dahil sa diumano ay magkasalungat na panawagan nito at sa kanyang lifestyle.,Pinuna ni @fireflybee26 ang pagkakaroon ng mga mamahaling bag ni Heart na galing mismo sa mga balat ng mga hayop.,“How about those expensive bags and shoes you wear, aren’t they a cruelty of animal also. I am your fan but I never agree with you showing off how rich you are at the expense of wild species,” sabi ng isa.,“It’s still in the context of cruelty for the sake of art and luxury, #notoanimalcruelty.”,“@jeckdon03 such a conflicting advocacy. So, it’s ok to skin crocs alive for bags?” sey pa ng isa.,Kinuwestyon din nila ang mga Hermes bag ni Heart. Nagpatutsada sila sa kung saan ba yari ang bag niya.,“Ur such a plastic neng! Better shut ur mouth di mo alam sinasabi mo, medyo nabobo ka  ata nang kakaamoy ng pintura sa paintings mo,” sey pa ng iba.,Ipinagtanggol naman si Heart ng mga supporters niya, na nagsasabing hindi ang mga bags ng kanilang idolo ang isyu kundi ang pagpatay sa aso. Hindi na rin pinatulan pa ni Heart ang mga bashers at hanggang ngayon wala itong sinagot sa mga comments ng mga ito."
